Task Type,Participant ID,Trial,Target Present,Target orientation,Response,Correct,Reaction Time (s),Num Gabors,Gabor Positions,Target Trajectory,Speed (px/s),FixOnTargetTime(s),LastFixIndex,CalibrationDrift(deg)
dynamic task,kh4_dt4,1,0,0,0,1,3.1124955306768243,10,"[[(24.0, 19.0), (14.0, 5.0), (29.28, 12.72), (23.13, 28.87), (25.0, 29.0), (19.0, 5.2), (7.57, 28.57), (18.6, 2.0), (24.8, 23.0), (31.13, 24.87)], [(24.4, 19.0), (13.72, 5.28), (29.57, 12.43), (23.42, 28.58), (24.6, 29.0), (19.0, 5.6), (7.85, 28.85), (19.0, 2.0), (24.4, 23.0), (31.42, 24.58)], [(24.8, 19.0), (13.43, 5.57), (29.85, 12.15), (23.7, 28.3), (24.2, 29.0), (19.0, 6.0), (8.13, 29.13), (19.4, 2.0), (24.0, 23.0), (31.7, 24.3)], [(25.2, 19.0), (13.15, 5.85), (30.13, 11.87), (23.98, 28.02), (23.8, 29.0), (19.0, 6.4), (8.41, 29.42), (19.8, 2.0), (23.6, 23.0), (31.98, 24.02)], [(25.6, 19.0), (12.87, 6.13), (30.42, 11.58), (24.26, 27.74), (23.4, 29.0), (19.0, 6.8), (8.7, 29.7), (20.2, 2.0), (23.2, 23.0), (32.26, 23.74)], [(26.0, 19.0), (12.58, 6.42), (30.7, 11.3), (24.55, 27.45), (23.0, 29.0), (19.0, 7.2), (8.98, 29.98), (20.6, 2.0), (22.8, 23.0), (32.55, 23.45)], [(26.4, 19.0), (12.3, 6.7), (30.98, 11.02), (24.83, 27.17), (22.6, 29.0), (19.0, 7.6), (9.26, 30.26), (21.0, 2.0), (22.4, 23.0), (32.83, 23.17)], [(26.8, 19.0), (12.02, 6.98), (31.26, 10.74), (25.23, 27.17), (22.2, 29.0), (19.0, 8.0), (9.55, 30.55), (21.4, 2.0), (22.0, 23.0), (32.83, 23.57)], [(27.2, 19.0), (11.74, 7.26), (31.55, 10.45), (25.63, 27.17), (21.8, 29.0), (19.28, 8.28), (9.83, 30.83), (21.8, 2.0), (22.28, 22.72), (32.83, 23.97)], [(27.6, 19.0), (11.45, 7.55), (31.83, 10.17), (26.03, 27.17), (21.4, 29.0), (19.57, 8.57), (10.23, 30.83), (22.2, 2.0), (22.57, 22.43), (32.83, 24.37)], [(28.0, 19.0), (11.17, 7.83), (31.83, 9.77), (26.43, 27.17), (21.0, 29.0), (19.85, 8.85), (10.63, 30.83), (22.6, 2.0), (22.85, 22.15), (32.83, 24.77)], [(28.0, 19.4), (10.89, 7.55), (31.83, 9.37), (26.83, 27.17), (20.6, 29.0), (20.13, 9.13), (11.03, 30.83), (23.0, 2.0), (23.13, 21.87), (32.83, 25.17)], [(28.0, 19.8), (10.6, 7.26), (31.83, 8.97), (27.23, 27.17), (20.2, 29.0), (20.42, 9.41), (11.43, 30.83), (23.4, 2.0), (23.42, 21.58), (32.83, 25.57)], [(28.0, 20.2), (10.32, 6.98), (31.83, 8.57), (27.63, 27.17), (19.8, 29.0), (20.7, 9.7), (11.83, 30.83), (23.8, 2.0), (23.7, 21.3), (32.83, 25.97)], [(28.0, 20.6), (10.04, 6.7), (31.83, 8.17), (28.03, 27.17), (19.4, 29.0), (20.98, 9.98), (12.23, 30.83), (24.2, 2.0), (23.98, 21.02), (32.83, 26.37)], [(28.0, 21.0), (9.75, 6.42), (31.83, 7.77), (28.43, 27.17), (19.0, 29.0), (21.26, 10.26), (12.63, 30.83), (24.6, 2.0), (24.26, 20.74), (32.83, 26.77)], [(28.0, 21.4), (9.47, 6.13), (31.83, 7.37), (28.83, 27.17), (18.6, 29.0), (21.55, 10.55), (13.03, 30.83), (25.0, 2.0), (24.55, 20.45), (32.83, 27.17)], [(28.0, 21.8), (9.19, 5.85), (31.83, 6.97), (28.83, 26.77), (18.2, 29.0), (21.83, 10.83), (13.43, 30.83), (25.28, 2.28), (24.83, 20.17), (32.55, 27.45)], [(28.0, 22.2), (8.91, 5.57), (31.83, 6.57), (28.83, 26.37), (17.8, 29.0), (22.23, 10.83), (13.83, 30.83), (25.57, 2.57), (24.43, 20.17), (32.26, 27.74)], [(28.0, 22.6), (8.62, 5.28), (31.83, 6.17), (28.83, 25.97), (17.4, 29.0), (22.63, 10.83), (14.23, 30.83), (25.85, 2.85), (24.03, 20.17), (31.98, 28.02)], [(28.0, 23.0), (8.34, 5.0), (31.55, 6.45), (28.83, 25.57), (17.0, 29.0), (23.03, 10.83), (14.63, 30.83), (26.13, 3.13), (23.63, 20.17), (31.7, 28.3)], [(27.6, 23.0), (8.62, 4.72), (31.26, 6.74), (28.83, 25.17), (17.28, 29.28), (23.43, 10.83), (15.03, 30.83), (26.42, 3.42), (23.23, 20.17), (31.42, 28.58)], [(27.2, 23.0), (8.91, 4.43), (30.98, 7.02), (28.83, 24.77), (17.57, 29.57), (23.83, 10.83), (15.43, 30.83), (26.7, 3.7), (22.83, 20.17), (31.13, 28.87)], [(26.8, 23.0), (9.19, 4.15), (30.7, 7.3), (28.83, 24.37), (17.85, 29.85), (24.23, 10.83), (15.83, 30.83), (26.98, 3.98), (22.43, 20.17), (30.85, 29.15)], [(26.4, 23.0), (9.47, 3.87), (30.42, 7.58), (28.83, 23.97), (18.13, 30.13), (24.63, 10.83), (16.23, 30.83), (27.26, 4.26), (22.03, 20.17), (30.57, 29.43)], [(26.0, 23.0), (9.75, 3.58), (30.13, 7.87), (28.83, 23.57), (18.42, 30.42), (25.03, 10.83), (16.63, 30.83), (27.55, 4.55), (21.63, 20.17), (30.28, 29.72)], [(25.6, 23.0), (10.04, 3.3), (29.85, 8.15), (28.83, 23.17), (18.7, 30.7), (25.43, 10.83), (17.03, 30.83), (27.83, 4.83), (21.23, 20.17), (30.0, 30.0)], [(25.2, 23.0), (10.32, 3.02), (29.57, 8.43), (29.11, 23.45), (18.98, 30.98), (25.83, 10.83), (17.43, 30.83), (27.83, 5.23), (20.83, 20.17), (30.0, 29.6)], [(24.8, 23.0), (10.6, 2.74), (29.28, 8.72), (29.4, 23.74), (19.26, 31.26), (25.55, 11.11), (17.83, 30.83), (27.83, 5.63), (20.55, 20.45), (30.0, 29.2)], [(24.4, 23.0), (10.89, 2.45), (29.0, 9.0), (29.68, 24.02), (19.55, 31.55), (25.26, 11.4), (18.11, 30.55), (27.83, 6.03), (20.26, 20.74), (30.0, 28.8)], [(24.0, 23.0), (11.17, 2.17), (28.72, 9.28), (29.96, 24.3), (19.83, 31.83), (24.98, 11.68), (18.4, 30.26), (27.83, 6.43), (19.98, 21.02), (30.0, 28.4)], [(23.72, 22.72), (10.77, 2.17), (28.43, 9.57), (30.24, 24.58), (20.23, 31.83), (24.7, 11.96), (18.68, 29.98), (27.83, 6.83), (19.7, 21.3), (30.0, 28.0)], [(23.43, 22.43), (10.37, 2.17), (28.15, 9.85), (30.53, 24.87), (20.63, 31.83), (24.42, 12.24), (18.96, 29.7), (27.83, 7.23), (19.42, 21.58), (30.0, 27.6)], [(23.15, 22.15), (9.97, 2.17), (27.87, 10.13), (30.81, 25.15), (21.03, 31.83), (24.13, 12.53), (19.24, 29.42), (27.83, 7.63), (19.13, 21.87), (30.0, 27.2)], [(22.87, 21.87), (9.57, 2.17), (27.58, 10.42), (31.09, 25.43), (21.43, 31.83), (23.85, 12.81), (19.53, 29.13), (27.83, 8.03), (18.85, 22.15), (30.0, 26.8)], [(22.58, 21.58), (9.17, 2.17), (27.3, 10.7), (31.38, 25.72), (21.83, 31.83), (23.57, 13.09), (19.81, 28.85), (27.83, 8.43), (18.57, 22.43), (30.0, 26.4)], [(22.3, 21.3), (8.77, 2.17), (27.02, 10.98), (31.66, 26.0), (22.23, 31.83), (23.28, 13.38), (20.09, 28.57), (27.83, 8.83), (18.28, 22.72), (30.0, 26.0)], [(22.02, 21.02), (8.37, 2.17), (26.74, 11.26), (31.66, 25.6), (22.63, 31.83), (23.0, 13.66), (20.38, 28.28), (27.55, 8.55), (18.0, 23.0), (29.72, 25.72)], [(21.74, 20.74), (7.97, 2.17), (26.45, 11.55), (31.66, 25.2), (23.03, 31.83), (22.72, 13.94), (20.66, 28.0), (27.26, 8.26), (18.4, 23.0), (29.43, 25.43)], [(21.45, 20.45), (7.57, 2.17), (26.17, 11.83), (31.66, 24.8), (23.43, 31.83), (22.43, 14.23), (20.94, 27.72), (26.98, 7.98), (18.8, 23.0), (29.15, 25.15)], [(21.17, 20.17), (7.17, 2.17), (25.89, 12.11), (31.66, 24.4), (23.83, 31.83), (22.15, 14.51), (21.23, 27.43), (26.7, 7.7), (19.2, 23.0), (28.87, 24.87)], [(21.45, 19.89), (7.45, 2.45), (25.6, 12.4), (31.66, 24.0), (23.83, 31.43), (21.87, 14.79), (21.51, 27.15), (26.42, 7.42), (19.6, 23.0), (28.58, 24.58)], [(21.74, 19.6), (7.74, 2.74), (25.32, 12.68), (31.66, 23.6), (23.83, 31.03), (21.58, 15.08), (21.79, 26.87), (26.13, 7.13), (20.0, 23.0), (28.3, 24.3)], [(22.02, 19.32), (8.02, 3.02), (25.04, 12.96), (31.66, 23.2), (23.83, 30.63), (21.3, 15.36), (22.07, 26.58), (25.85, 6.85), (20.4, 23.0), (28.02, 24.02)], [(22.3, 19.04), (8.3, 3.3), (24.76, 13.24), (31.66, 22.8), (23.83, 30.23), (21.02, 15.64), (22.36, 26.3), (25.57, 6.57), (20.8, 23.0), (27.74, 23.74)], [(22.58, 18.76), (8.59, 3.58), (24.47, 13.53), (31.66, 22.4), (23.83, 29.83), (20.74, 15.92), (22.64, 26.02), (25.28, 6.28), (21.2, 23.0), (27.45, 23.45)], [(22.87, 18.47), (8.87, 3.87), (24.19, 13.81), (31.66, 22.0), (23.83, 29.43), (20.45, 16.21), (22.92, 25.74), (25.0, 6.0), (21.6, 23.0), (27.17, 23.17)], [(23.15, 18.19), (9.15, 4.15), (23.91, 14.09), (31.66, 21.6), (23.83, 29.03), (20.17, 16.49), (23.21, 25.45), (25.0, 6.4), (22.0, 23.0), (26.89, 23.45)], [(23.43, 17.91), (9.43, 4.43), (23.62, 14.38), (31.66, 21.2), (23.83, 28.63), (20.57, 16.49), (23.49, 25.17), (25.0, 6.8), (22.28, 23.28), (26.6, 23.74)], [(23.72, 17.62), (9.72, 4.72), (23.34, 14.66), (31.66, 20.8), (23.83, 28.23), (20.97, 16.49), (23.77, 24.89), (25.0, 7.2), (22.57, 23.57), (26.32, 24.02)], [(24.0, 17.34), (10.0, 5.0), (23.34, 14.26), (31.66, 20.4), (23.83, 27.83), (21.37, 16.49), (24.06, 24.6), (25.0, 7.6), (22.85, 23.85), (26.04, 24.3)], [(24.4, 17.34), (10.0, 5.4), (23.34, 13.86), (31.66, 20.0), (24.23, 27.83), (21.77, 16.49), (24.34, 24.32), (25.0, 8.0), (23.13, 24.13), (25.76, 24.58)], [(24.8, 17.34), (10.0, 5.8), (23.34, 13.46), (31.66, 19.6), (24.63, 27.83), (22.17, 16.49), (24.62, 24.04), (25.0, 8.4), (23.42, 24.42), (25.47, 24.87)], [(25.2, 17.34), (10.0, 6.2), (23.34, 13.06), (31.66, 19.2), (25.03, 27.83), (22.57, 16.49), (24.9, 23.76), (25.0, 8.8), (23.7, 24.7), (25.19, 25.15)], [(25.6, 17.34), (10.0, 6.6), (23.34, 12.66), (31.66, 18.8), (25.43, 27.83), (22.97, 16.49), (25.19, 23.47), (25.0, 9.2), (23.98, 24.98), (24.91, 25.43)], [(26.0, 17.34), (10.0, 7.0), (23.34, 12.26), (31.66, 18.4), (25.83, 27.83), (23.37, 16.49), (25.47, 23.19), (25.0, 9.6), (24.26, 25.26), (24.62, 25.72)], [(26.4, 17.34), (10.0, 7.4), (23.34, 11.86), (31.66, 18.0), (26.23, 27.83), (23.77, 16.49), (25.75, 22.91), (25.0, 10.0), (24.55, 25.55), (24.34, 26.0)], [(26.8, 17.34), (10.0, 7.8), (23.34, 11.46), (31.26, 18.0), (26.63, 27.83), (24.17, 16.49), (26.04, 22.62), (24.72, 10.28), (24.83, 25.83), (24.62, 26.28)], [(27.2, 17.34), (10.0, 8.2), (23.34, 11.06), (30.86, 18.0), (27.03, 27.83), (24.57, 16.49), (26.32, 22.34), (24.43, 10.57), (25.11, 25.55), (24.91, 26.57)], [(27.6, 17.34), (10.0, 8.6), (23.34, 10.66), (30.46, 18.0), (27.43, 27.83), (24.97, 16.49), (26.72, 22.34), (24.15, 10.85), (25.4, 25.26), (25.19, 26.85)], [(28.0, 17.34), (10.0, 9.0), (23.06, 10.94), (30.06, 18.0), (27.83, 27.83), (25.37, 16.49), (27.12, 22.34), (23.87, 11.13), (25.68, 24.98), (25.47, 27.13)]]",,0.0,,,0.899
dynamic task,kh4_dt4,2,1,0,1,1,1.2645162336339126,10,"[[(26.57, 28.57), (9.0, 21.0), (6.4, 26.0), (29.13, 24.87), (15.13, 13.87), (16.8, 23.0), (4.72, 23.28), (8.43, 25.57), (25.6, 31.0), (31.0, 21.8)], [(26.85, 28.85), (9.0, 20.6), (6.8, 26.0), (29.42, 24.58), (15.42, 13.58), (16.4, 23.0), (4.43, 23.57), (8.15, 25.85), (25.2, 31.0), (31.0, 22.2)], [(27.13, 29.13), (9.0, 20.2), (7.2, 26.0), (29.7, 24.3), (15.7, 13.3), (16.0, 23.0), (4.15, 23.85), (7.87, 26.13), (24.8, 31.0), (31.0, 22.6)], [(27.42, 29.42), (9.0, 19.8), (7.6, 26.0), (29.98, 24.02), (15.98, 13.02), (15.6, 23.0), (3.87, 24.13), (7.58, 26.42), (24.4, 31.0), (31.0, 23.0)], [(27.7, 29.7), (9.0, 19.4), (8.0, 26.0), (30.26, 23.74), (16.26, 12.74), (15.2, 23.0), (3.58, 24.42), (7.3, 26.7), (24.0, 31.0), (31.0, 23.4)], [(27.98, 29.98), (9.0, 19.0), (8.4, 26.0), (30.55, 23.45), (16.55, 12.45), (14.8, 23.0), (3.3, 24.7), (7.02, 26.98), (23.6, 31.0), (31.0, 23.8)], [(28.26, 30.26), (8.72, 19.28), (8.8, 26.0), (30.83, 23.17), (16.83, 12.17), (14.4, 23.0), (3.02, 24.98), (6.74, 27.26), (23.2, 31.0), (31.0, 24.2)], [(28.55, 30.55), (8.43, 19.57), (9.2, 26.0), (30.83, 23.57), (16.55, 11.89), (14.0, 23.0), (2.74, 25.26), (6.45, 27.55), (22.8, 31.0), (31.0, 24.6)], [(28.83, 30.83), (8.15, 19.85), (9.6, 26.0), (30.83, 23.97), (16.26, 11.6), (14.0, 22.6), (2.45, 25.55), (6.17, 27.83), (22.4, 31.0), (31.0, 25.0)], [(28.83, 30.43), (7.87, 20.13), (10.0, 26.0), (30.83, 24.37), (15.98, 11.32), (14.0, 22.2), (2.17, 25.83), (5.89, 27.55), (22.0, 31.0), (31.0, 25.4)], [(28.83, 30.03), (7.58, 20.42), (10.28, 25.72), (30.83, 24.77), (15.7, 11.04), (14.0, 21.8), (2.17, 26.23), (5.6, 27.26), (22.28, 30.72), (31.0, 25.8)], [(28.83, 29.63), (7.3, 20.7), (10.57, 25.43), (30.83, 25.17), (15.42, 10.76), (14.0, 21.4), (2.17, 26.63), (5.32, 26.98), (22.57, 30.43), (31.0, 26.2)], [(28.83, 29.23), (7.02, 20.98), (10.85, 25.15), (30.83, 25.57), (15.13, 10.47), (14.0, 21.0), (2.17, 27.03), (5.04, 26.7), (22.85, 30.15), (31.0, 26.6)], [(28.83, 28.83), (6.74, 21.26), (11.13, 24.87), (30.83, 25.97), (14.85, 10.19), (14.0, 20.6), (2.17, 27.43), (4.76, 26.42), (23.13, 29.87), (31.0, 27.0)], [(28.83, 28.43), (6.45, 21.55), (11.42, 24.58), (30.83, 26.37), (14.57, 9.91), (14.0, 20.2), (2.17, 27.83), (4.47, 26.13), (23.42, 29.58), (31.0, 27.4)], [(28.83, 28.03), (6.17, 21.83), (11.7, 24.3), (30.83, 26.77), (14.28, 9.62), (14.0, 19.8), (2.17, 28.23), (4.19, 25.85), (23.7, 29.3), (31.0, 27.8)], [(28.83, 27.63), (6.17, 21.43), (11.98, 24.02), (30.83, 27.17), (14.0, 9.34), (14.0, 19.4), (2.17, 28.63), (3.91, 25.57), (23.98, 29.02), (31.0, 28.2)], [(28.83, 27.23), (6.17, 21.03), (12.26, 23.74), (30.43, 27.17), (14.4, 9.34), (14.0, 19.0), (2.17, 29.03), (3.62, 25.28), (24.26, 28.74), (31.0, 28.6)], [(28.83, 26.83), (6.17, 20.63), (12.55, 23.45), (30.03, 27.17), (14.8, 9.34), (14.28, 19.28), (2.17, 29.43), (3.34, 25.0), (24.55, 28.45), (31.0, 29.0)], [(29.11, 26.55), (6.17, 20.23), (12.83, 23.17), (29.63, 27.17), (15.2, 9.34), (14.57, 19.57), (2.17, 29.83), (3.62, 24.72), (24.83, 28.17), (30.72, 29.28)], [(29.4, 26.26), (6.17, 19.83), (13.23, 23.17), (29.23, 27.17), (15.6, 9.34), (14.85, 19.85), (2.45, 29.55), (3.91, 24.43), (24.55, 27.89), (30.43, 29.57)], [(29.68, 25.98), (6.17, 19.43), (13.63, 23.17), (28.83, 27.17), (16.0, 9.34), (15.13, 20.13), (2.74, 29.26), (4.19, 24.15), (24.26, 27.6), (30.15, 29.85)], [(29.96, 25.7), (6.17, 19.03), (14.03, 23.17), (28.43, 27.17), (16.4, 9.34), (15.42, 20.42), (3.02, 28.98), (4.47, 23.87), (23.98, 27.32), (29.87, 30.13)]]","[(26.57, 28.57), (26.85, 28.85), (27.13, 29.13), (27.42, 29.42), (27.7, 29.7), (27.98, 29.98), (28.26, 30.26), (28.55, 30.55), (28.83, 30.83), (28.83, 30.43), (28.83, 30.03), (28.83, 29.63), (28.83, 29.23), (28.83, 28.83), (28.83, 28.43), (28.83, 28.03), (28.83, 27.63), (28.83, 27.23), (28.83, 26.83), (29.11, 26.55), (29.4, 26.26), (29.68, 25.98), (29.96, 25.7)]",235.04,,,1.034
dynamic task,kh4_dt4,3,0,0,0,1,2.316892861114866,10,"[[(19.0, 32.0), (24.0, 11.6), (9.6, 30.0), (12.42, 29.42), (14.6, 4.0), (17.57, 31.43), (24.87, 17.13), (10.0, 24.0), (30.4, 16.0), (8.8, 4.0)], [(18.6, 32.0), (24.0, 11.2), (10.0, 30.0), (12.7, 29.7), (14.2, 4.0), (17.85, 31.15), (24.58, 17.42), (10.28, 24.28), (30.0, 16.0), (8.4, 4.0)], [(18.2, 32.0), (24.0, 10.8), (10.4, 30.0), (12.98, 29.98), (13.8, 4.0), (18.13, 30.87), (24.3, 17.7), (10.57, 24.57), (29.6, 16.0), (8.0, 4.0)], [(17.8, 32.0), (24.0, 10.4), (10.8, 30.0), (13.26, 30.26), (13.4, 4.0), (18.42, 30.58), (24.02, 17.98), (10.85, 24.85), (29.2, 16.0), (7.6, 4.0)], [(17.4, 32.0), (24.0, 10.0), (11.2, 30.0), (13.55, 30.55), (13.0, 4.0), (18.7, 30.3), (23.74, 18.26), (11.13, 25.13), (28.8, 16.0), (7.2, 4.0)], [(17.0, 32.0), (24.0, 9.6), (11.6, 30.0), (13.83, 30.83), (12.6, 4.0), (18.98, 30.02), (23.45, 18.55), (11.42, 25.42), (28.4, 16.0), (6.8, 4.0)], [(16.6, 32.0), (24.0, 9.2), (12.0, 30.0), (13.83, 30.43), (12.2, 4.0), (19.26, 29.74), (23.17, 18.83), (11.7, 25.7), (28.0, 16.0), (6.4, 4.0)], [(16.2, 32.0), (24.0, 8.8), (12.28, 30.28), (13.83, 30.03), (11.8, 4.0), (19.55, 29.45), (22.77, 18.83), (11.98, 25.98), (28.28, 16.28), (6.0, 4.0)], [(15.8, 32.0), (24.0, 8.4), (12.57, 30.57), (13.83, 29.63), (11.4, 4.0), (19.83, 29.17), (22.37, 18.83), (12.26, 26.26), (28.57, 16.57), (6.28, 4.28)], [(15.4, 32.0), (24.0, 8.0), (12.85, 30.85), (13.83, 29.23), (11.0, 4.0), (19.55, 28.89), (21.97, 18.83), (12.55, 26.55), (28.85, 16.85), (6.57, 4.57)], [(15.0, 32.0), (24.28, 7.72), (13.13, 31.13), (13.83, 28.83), (11.28, 4.28), (19.26, 28.6), (21.57, 18.83), (12.83, 26.83), (29.13, 17.13), (6.85, 4.85)], [(14.6, 32.0), (24.57, 7.43), (13.42, 31.42), (13.83, 28.43), (11.57, 4.57), (18.98, 28.32), (21.17, 18.83), (13.23, 26.83), (29.42, 17.42), (7.13, 5.13)], [(14.2, 32.0), (24.85, 7.15), (13.7, 31.7), (13.83, 28.03), (11.85, 4.85), (18.7, 28.04), (20.77, 18.83), (13.63, 26.83), (29.7, 17.7), (7.42, 5.42)], [(13.8, 32.0), (25.13, 6.87), (13.98, 31.98), (13.83, 27.63), (12.13, 5.13), (18.42, 27.76), (20.37, 18.83), (14.03, 26.83), (29.98, 17.98), (7.7, 5.7)], [(13.4, 32.0), (25.42, 6.58), (14.26, 32.26), (13.83, 27.23), (12.42, 5.42), (18.13, 27.47), (19.97, 18.83), (14.43, 26.83), (30.26, 18.26), (7.98, 5.98)], [(13.0, 32.0), (25.7, 6.3), (14.55, 32.55), (13.83, 26.83), (12.7, 5.7), (17.85, 27.19), (19.57, 18.83), (14.83, 26.83), (30.55, 18.55), (8.26, 6.26)], [(12.6, 32.0), (25.98, 6.02), (14.83, 32.83), (14.11, 26.55), (12.98, 5.98), (17.57, 26.91), (19.17, 18.83), (15.23, 26.83), (30.83, 18.83), (8.55, 6.55)], [(12.2, 32.0), (26.26, 5.74), (14.83, 32.43), (14.4, 26.26), (13.26, 6.26), (17.28, 26.62), (18.77, 18.83), (15.63, 26.83), (30.55, 19.11), (8.83, 6.83)], [(11.8, 32.0), (26.55, 5.45), (14.83, 32.03), (14.68, 25.98), (13.55, 6.55), (17.0, 26.34), (18.37, 18.83), (16.03, 26.83), (30.26, 19.4), (9.23, 6.83)], [(11.4, 32.0), (26.83, 5.17), (14.83, 31.63), (14.96, 25.7), (13.83, 6.83), (17.4, 26.34), (17.97, 18.83), (16.43, 26.83), (29.98, 19.68), (9.63, 6.83)], [(11.0, 32.0), (27.11, 4.89), (14.83, 31.23), (15.24, 25.42), (14.11, 6.55), (17.8, 26.34), (17.57, 18.83), (16.83, 26.83), (29.7, 19.96), (10.03, 6.83)], [(10.6, 32.0), (27.4, 4.6), (14.83, 30.83), (15.53, 25.13), (14.4, 6.26), (18.2, 26.34), (17.17, 18.83), (17.11, 27.11), (29.42, 20.24), (10.43, 6.83)], [(10.2, 32.0), (27.68, 4.32), (14.83, 30.43), (15.81, 24.85), (14.68, 5.98), (18.6, 26.34), (16.77, 18.83), (17.4, 27.4), (29.13, 20.53), (10.83, 6.83)], [(9.8, 32.0), (27.96, 4.04), (14.83, 30.03), (16.09, 24.57), (14.96, 5.7), (19.0, 26.34), (16.37, 18.83), (17.68, 27.68), (28.85, 20.81), (11.23, 6.83)], [(9.4, 32.0), (28.24, 3.76), (14.83, 29.63), (16.38, 24.28), (15.24, 5.42), (19.4, 26.34), (15.97, 18.83), (17.96, 27.96), (28.57, 21.09), (11.63, 6.83)], [(9.0, 32.0), (28.53, 3.47), (14.83, 29.23), (16.66, 24.0), (15.53, 5.13), (19.8, 26.34), (15.57, 18.83), (18.24, 28.24), (28.28, 21.38), (12.03, 6.83)], [(8.6, 32.0), (28.81, 3.19), (14.83, 28.83), (16.66, 24.4), (15.81, 4.85), (20.2, 26.34), (15.17, 18.83), (18.53, 28.53), (28.0, 21.66), (12.43, 6.83)], [(8.2, 32.0), (29.09, 2.91), (14.55, 28.55), (16.66, 24.8), (16.09, 4.57), (20.6, 26.34), (15.17, 18.43), (18.81, 28.81), (28.0, 21.26), (12.83, 6.83)], [(7.8, 32.0), (29.38, 2.62), (14.26, 28.26), (16.66, 25.2), (16.38, 4.28), (21.0, 26.34), (15.17, 18.03), (19.09, 29.09), (28.0, 20.86), (13.11, 7.11)], [(7.4, 32.0), (29.66, 2.34), (13.98, 27.98), (16.66, 25.6), (16.66, 4.0), (20.72, 26.62), (15.17, 17.63), (19.38, 29.38), (28.0, 20.46), (13.4, 7.4)], [(7.0, 32.0), (29.26, 2.34), (13.7, 27.7), (16.66, 26.0), (16.66, 4.4), (20.43, 26.91), (15.17, 17.23), (19.66, 29.66), (28.0, 20.06), (13.68, 7.68)], [(7.0, 31.6), (28.86, 2.34), (13.42, 27.42), (16.66, 26.4), (16.66, 4.8), (20.15, 27.19), (15.17, 16.83), (19.94, 29.94), (28.0, 19.66), (13.96, 7.96)], [(7.0, 31.2), (28.46, 2.34), (13.13, 27.13), (16.66, 26.8), (16.66, 5.2), (19.87, 27.47), (15.17, 16.43), (20.23, 30.23), (28.0, 19.26), (14.24, 8.25)], [(7.0, 30.8), (28.06, 2.34), (12.85, 26.85), (16.66, 27.2), (16.66, 5.6), (19.58, 27.76), (15.17, 16.03), (20.51, 30.51), (28.0, 18.86), (14.53, 8.53)], [(7.0, 30.4), (27.66, 2.34), (12.57, 26.57), (16.66, 27.6), (16.66, 6.0), (19.3, 28.04), (15.17, 15.63), (20.79, 30.79), (28.0, 18.46), (14.81, 8.81)], [(7.0, 30.0), (27.26, 2.34), (12.28, 26.28), (16.66, 28.0), (16.66, 6.4), (19.02, 28.32), (15.17, 15.23), (21.07, 31.07), (28.0, 18.06), (15.09, 9.09)], [(7.0, 29.6), (26.86, 2.34), (12.0, 26.0), (17.06, 28.0), (16.66, 6.8), (18.74, 28.6), (15.17, 14.83), (21.36, 31.36), (28.0, 17.66), (15.38, 9.38)], [(7.0, 29.2), (26.46, 2.34), (11.72, 25.72), (17.46, 28.0), (16.66, 7.2), (18.45, 28.89), (14.89, 14.55), (21.64, 31.64), (28.0, 17.26), (15.66, 9.66)], [(7.0, 28.8), (26.06, 2.34), (11.43, 25.43), (17.86, 28.0), (16.66, 7.6), (18.17, 29.17), (14.6, 14.26), (21.92, 31.92), (28.0, 16.86), (15.26, 9.66)], [(7.0, 28.4), (25.66, 2.34), (11.15, 25.15), (18.26, 28.0), (16.66, 8.0), (17.89, 29.45), (14.32, 13.98), (22.21, 32.21), (28.0, 16.46), (14.86, 9.66)], [(7.0, 28.0), (25.94, 2.62), (10.87, 24.87), (18.66, 28.0), (16.38, 7.72), (17.6, 29.74), (14.04, 13.7), (22.49, 32.49), (28.0, 16.06), (14.46, 9.66)], [(7.0, 27.6), (26.23, 2.91), (10.58, 24.58), (19.06, 28.0), (16.09, 7.43), (17.32, 30.02), (13.76, 13.42), (22.77, 32.21), (28.0, 15.66), (14.06, 9.66)], [(7.0, 27.2), (26.51, 3.19), (10.3, 24.3), (19.46, 28.0), (15.81, 7.15), (17.04, 30.3), (13.47, 13.13), (23.06, 31.92), (28.0, 15.26), (13.66, 9.66)], [(7.0, 26.8), (26.79, 3.47), (10.02, 24.02), (19.86, 28.0), (15.53, 6.87), (16.76, 30.58), (13.19, 12.85), (23.34, 31.64), (28.0, 14.86), (13.26, 9.66)], [(7.0, 26.4), (27.07, 3.76), (9.74, 23.74), (20.26, 28.0), (15.24, 6.58), (16.47, 30.87), (12.91, 12.57), (23.62, 31.36), (28.0, 14.46), (12.86, 9.66)]]",,0.0,,,0.249
