trial,ecc_deg_intended,ecc_deg_actual,angle_start_deg,angle_end_deg,orientation_deg,stim_type,x_start_deg,y_start_deg,x_end_deg,y_end_deg,rot_dir,moved_angle_deg,gabor_px,stim_speed_px_s,response,correct,rt,CalibrationDrift(deg)
1,12.0,12.0,67.34,77.34,115,0,4.62,11.07,2.63,11.71,ccw,10.0,35.0,0.0,0,1,2.2747,1.75
2,20.0,20.0,306.66,316.66,0,1,11.94,-16.04,14.55,-13.73,ccw,10.0,35.0,0.0,0,0,4.2507,0.256
3,6.0,6.0,105.28,115.28,115,0,-1.58,5.79,-2.56,5.43,ccw,10.0,35.0,0.0,0,1,2.6582,0.164
4,3.0,3.0,316.99,306.99,0,1,2.19,-2.05,1.8,-2.4,cw,10.0,35.0,0.0,1,1,0.8811,0.326
5,6.0,6.0,181.51,171.51,65,0,-6.0,-0.16,-5.93,0.89,cw,10.0,35.0,0.0,0,1,1.093,0.187
6,12.0,12.0,186.79,176.79,40,0,-11.92,-1.42,-11.98,0.67,cw,10.0,35.0,0.0,0,1,1.2683,0.377
7,20.0,20.0,307.84,297.84,40,0,12.27,-15.79,9.34,-17.68,cw,10.0,35.0,0.0,0,1,1.861,0.271
8,20.0,20.0,99.94,109.94,0,1,-3.45,19.7,-6.82,18.8,ccw,10.0,10.0,0.0,0,0,1.539,0.409
9,3.0,3.0,31.62,41.62,115,0,2.55,1.57,2.24,1.99,ccw,10.0,35.0,0.0,0,1,1.3673,0.326
10,3.0,3.0,248.69,258.69,140,0,-1.09,-2.79,-0.59,-2.94,ccw,10.0,35.0,0.0,0,1,1.15,0.282
11,12.0,12.0,98.5,108.5,140,0,-1.77,11.87,-3.81,11.38,ccw,10.0,35.0,0.0,0,1,1.6709,0.29
12,20.0,20.0,49.31,39.31,0,1,13.04,15.16,15.48,12.67,cw,10.0,35.0,0.0,0,0,2.8603,0.229
13,16.0,16.0,125.37,135.37,0,1,-9.26,13.05,-11.39,11.24,ccw,10.0,35.0,0.0,1,1,1.8331,0.204
14,20.0,20.0,142.98,152.98,0,1,-15.97,12.04,-17.82,9.09,ccw,10.0,35.0,0.0,1,1,2.1444,0.409
15,16.0,16.0,214.56,224.56,0,1,-13.18,-9.08,-11.4,-11.23,ccw,10.0,35.0,0.0,1,1,2.5953,0.385
16,3.0,3.0,148.33,158.33,0,1,-2.55,1.58,-2.79,1.11,ccw,10.0,35.0,0.0,1,1,1.0372,0.233
17,6.0,6.0,197.09,187.09,0,1,-5.74,-1.76,-5.95,-0.74,cw,10.0,35.0,0.0,1,1,0.8012,0.215
18,16.0,16.0,148.85,138.85,140,0,-13.69,8.28,-12.05,10.53,cw,10.0,35.0,0.0,0,1,0.8697,0.377
19,6.0,6.0,92.25,102.25,0,1,-0.24,6.0,-1.27,5.86,ccw,10.0,35.0,0.0,1,1,0.9263,0.39
20,12.0,12.0,242.57,232.57,0,1,-5.53,-10.65,-7.29,-9.53,cw,10.0,35.0,0.0,1,1,1.2284,0.389
21,16.0,16.0,147.99,157.99,0,1,-13.57,8.48,-14.83,6.0,ccw,10.0,35.0,0.0,1,1,1.1413,0.277
22,3.0,3.0,123.18,113.18,65,0,-1.64,2.51,-1.18,2.76,cw,10.0,35.0,0.0,0,1,1.0704,0.316
23,6.0,6.0,33.84,43.84,0,1,4.98,3.34,4.33,4.16,ccw,10.0,35.0,0.0,1,1,1.0486,0.842
24,3.0,3.0,294.15,284.15,0,1,1.23,-2.74,0.73,-2.91,cw,10.0,35.0,0.0,1,1,1.0181,0.43
25,12.0,12.0,146.06,136.06,0,1,-9.96,6.7,-8.64,8.33,cw,10.0,35.0,0.0,1,1,0.9356,0.375
