trial,ecc_deg_intended,ecc_deg_actual,angle_start_deg,angle_end_deg,orientation_deg,stim_type,x_start_deg,y_start_deg,x_end_deg,y_end_deg,rot_dir,moved_angle_deg,gabor_px,stim_speed_px_s,response,correct,rt,CalibrationDrift(deg)
1,3.0,3.0,156.3,166.3,40,0,-2.75,1.21,-2.91,0.71,ccw,10.0,35.0,200.0,0,1,0.9101,0.954
2,3.0,3.0,282.44,272.44,0,1,0.65,-2.93,0.13,-3.0,cw,10.0,35.0,200.0,1,1,1.5284,0.896
3,16.0,16.0,345.85,335.85,0,1,15.51,-3.91,14.6,-6.55,cw,10.0,35.0,200.0,1,1,1.0397,0.786
4,12.0,12.0,243.61,253.61,140,0,-5.33,-10.75,-3.39,-11.51,ccw,10.0,35.0,200.0,0,1,0.8842,0.833
5,16.0,16.0,204.16,194.16,0,1,-14.6,-6.55,-15.51,-3.91,cw,10.0,35.0,200.0,1,1,0.9339,0.751
6,3.0,3.0,132.54,142.54,0,1,-2.03,2.21,-2.38,1.82,ccw,10.0,35.0,200.0,1,1,0.8702,0.867
7,12.0,12.0,136.7,146.7,40,0,-8.73,8.23,-10.03,6.59,ccw,10.0,35.0,200.0,0,1,0.7547,0.743
8,12.0,12.0,237.4,247.4,115,0,-6.46,-10.11,-4.61,-11.08,ccw,10.0,35.0,200.0,0,1,0.8765,0.978
9,16.0,16.0,277.41,287.41,0,1,2.06,-15.87,4.79,-15.27,ccw,10.0,35.0,200.0,0,0,0.9126,0.704
10,20.0,20.0,160.89,170.89,140,0,-18.9,6.55,-19.75,3.17,ccw,10.0,35.0,200.0,0,1,0.8548,0.914
11,20.0,20.0,338.16,328.16,0,1,18.56,-7.44,16.99,-10.55,cw,10.0,35.0,200.0,1,1,0.8056,0.809
12,16.0,16.0,350.34,340.34,140,0,15.77,-2.68,15.07,-5.38,cw,10.0,35.0,200.0,0,1,0.8851,0.794
13,12.0,12.0,345.09,335.09,0,1,11.6,-3.09,10.88,-5.06,cw,10.0,35.0,200.0,1,1,0.8947,0.757
14,20.0,20.0,27.92,37.92,0,1,17.67,9.36,15.78,12.29,ccw,10.0,35.0,200.0,1,1,0.9288,0.751
15,3.0,3.0,299.66,289.66,0,1,1.48,-2.61,1.01,-2.83,cw,10.0,35.0,200.0,1,1,0.926,0.788
16,12.0,12.0,258.17,268.17,65,0,-2.46,-11.75,-0.38,-11.99,ccw,10.0,35.0,200.0,0,1,0.8804,0.858
17,12.0,12.0,285.74,275.74,0,1,3.25,-11.55,1.2,-11.94,cw,10.0,35.0,200.0,0,0,1.1384,0.885
18,20.0,20.0,158.39,168.39,0,1,-18.59,7.36,-19.59,4.02,ccw,10.0,35.0,200.0,0,0,0.8546,0.964
19,3.0,3.0,260.46,250.46,0,1,-0.5,-2.96,-1.0,-2.83,cw,10.0,35.0,200.0,1,1,0.907,1.14
20,16.0,16.0,343.38,353.38,40,0,15.33,-4.58,15.89,-1.85,ccw,10.0,35.0,200.0,0,1,0.7741,0.81
21,6.0,6.0,261.7,271.7,0,1,-0.87,-5.94,0.18,-6.0,ccw,10.0,35.0,200.0,1,1,0.8348,0.837
22,16.0,16.0,255.48,265.48,40,0,-4.01,-15.49,-1.26,-15.95,ccw,10.0,35.0,200.0,0,1,0.8005,0.868
23,6.0,6.0,218.48,208.48,140,0,-4.7,-3.73,-5.27,-2.86,cw,10.0,35.0,200.0,0,1,0.8502,0.93
24,3.0,3.0,272.79,262.79,0,1,0.15,-3.0,-0.38,-2.98,cw,10.0,35.0,200.0,1,1,0.8818,1.214
25,3.0,3.0,302.82,292.82,115,0,1.63,-2.52,1.16,-2.77,cw,10.0,35.0,200.0,0,1,1.009,0.596
26,12.0,12.0,270.6,260.6,0,1,0.13,-12.0,-1.96,-11.84,cw,10.0,35.0,200.0,1,1,1.0858,1.071
27,20.0,20.0,99.91,109.91,140,0,-3.44,19.7,-6.81,18.81,ccw,10.0,10.0,200.0,0,1,1.1432,0.969
28,6.0,6.0,276.88,266.88,65,0,0.72,-5.96,-0.33,-5.99,cw,10.0,35.0,200.0,0,1,0.9126,0.888
29,12.0,12.0,29.31,19.31,140,0,10.46,5.87,11.33,3.97,cw,10.0,35.0,200.0,0,1,0.9897,0.78
30,20.0,20.0,237.11,247.11,65,0,-10.86,-16.79,-7.78,-18.43,ccw,10.0,26.64,200.0,0,1,1.1445,0.797
