trial,ecc_deg_intended,ecc_deg_actual,angle_start_deg,angle_end_deg,orientation_deg,stim_type,x_start_deg,y_start_deg,x_end_deg,y_end_deg,rot_dir,moved_angle_deg,gabor_px,stim_speed_px_s,response,correct,rt,CalibrationDrift(deg)
1,20.0,20.0,165.12,155.12,0,1,-19.33,5.14,-18.14,8.42,cw,10.0,35.0,300.0,1,1,1.9176,0.532
2,20.0,20.0,230.96,220.96,140,0,-12.6,-15.53,-15.1,-13.11,cw,10.0,35.0,300.0,0,1,1.064,0.413
3,20.0,20.0,115.58,105.58,0,1,-8.64,18.04,-5.37,19.26,cw,10.0,10.0,300.0,0,0,1.2151,0.763
4,16.0,16.0,95.52,85.52,65,0,-1.54,15.93,1.25,15.95,cw,10.0,35.0,300.0,0,1,1.1766,0.707
5,16.0,16.0,301.23,311.23,0,1,8.3,-13.68,10.55,-12.03,ccw,10.0,35.0,300.0,0,0,1.1569,0.693
6,6.0,6.0,170.91,160.91,40,0,-5.92,0.95,-5.67,1.96,cw,10.0,35.0,300.0,0,1,1.1055,0.456
7,16.0,16.0,29.85,39.85,65,0,13.88,7.96,12.28,10.25,ccw,10.0,35.0,300.0,0,1,1.065,0.422
8,12.0,12.0,237.36,247.36,0,1,-6.47,-10.1,-4.62,-11.08,ccw,10.0,35.0,300.0,0,0,1.5476,0.386
9,3.0,3.0,233.71,223.71,115,0,-1.78,-2.42,-2.17,-2.07,cw,10.0,35.0,300.0,0,1,1.1342,0.641
10,12.0,12.0,64.45,54.45,0,1,5.18,10.83,6.98,9.76,cw,10.0,35.0,300.0,1,1,1.3648,0.736
11,6.0,6.0,160.76,170.76,0,1,-5.66,1.98,-5.92,0.96,ccw,10.0,35.0,300.0,1,1,1.4939,0.487
12,6.0,6.0,108.41,98.41,65,0,-1.89,5.69,-0.88,5.94,cw,10.0,35.0,300.0,0,1,1.6712,0.466
13,16.0,16.0,262.11,272.11,140,0,-2.2,-15.85,0.59,-15.99,ccw,10.0,35.0,300.0,0,1,1.1594,0.733
14,20.0,20.0,118.81,128.81,115,0,-9.64,17.52,-12.53,15.58,ccw,10.0,10.0,300.0,0,1,1.3426,0.832
15,12.0,12.0,260.9,270.9,0,1,-1.9,-11.85,0.19,-12.0,ccw,10.0,35.0,300.0,1,1,1.2525,0.644
16,6.0,6.0,42.58,52.58,0,1,4.42,4.06,3.65,4.77,ccw,10.0,35.0,300.0,1,1,1.211,0.744
17,20.0,20.0,272.8,282.8,0,1,0.98,-19.98,4.43,-19.5,ccw,10.0,10.0,300.0,0,0,2.146,0.342
18,20.0,20.0,204.79,194.79,0,1,-18.16,-8.39,-19.34,-5.11,cw,10.0,35.0,300.0,1,1,1.8715,0.677
19,16.0,16.0,120.34,110.34,0,1,-8.08,13.81,-5.56,15.0,cw,10.0,35.0,300.0,0,0,1.1998,0.769
20,12.0,12.0,52.66,62.66,0,1,7.28,9.54,5.51,10.66,ccw,10.0,35.0,300.0,1,1,1.2303,0.775
21,20.0,20.0,226.57,236.57,40,0,-13.75,-14.52,-11.02,-16.69,ccw,10.0,35.0,300.0,0,1,1.4076,0.856
22,16.0,16.0,246.54,236.54,0,1,-6.37,-14.68,-8.82,-13.35,cw,10.0,35.0,300.0,0,0,1.3791,0.522
23,16.0,16.0,251.79,261.79,140,0,-5.0,-15.2,-2.28,-15.84,ccw,10.0,35.0,300.0,0,1,1.252,0.615
24,16.0,16.0,117.4,127.4,0,1,-7.36,14.21,-9.72,12.71,ccw,10.0,35.0,300.0,1,1,1.1462,0.639
25,20.0,20.0,80.38,70.38,140,0,3.34,19.72,6.71,18.84,cw,10.0,10.0,300.0,0,1,1.2697,0.616
26,20.0,20.0,279.02,269.02,140,0,3.13,-19.75,-0.34,-20.0,cw,10.0,10.0,300.0,0,1,1.5626,0.74
27,12.0,12.0,353.45,3.45,65,0,11.92,-1.37,11.98,0.72,ccw,10.0,35.0,300.0,0,1,1.5367,0.608
28,16.0,16.0,62.46,72.46,0,1,7.4,14.19,4.82,15.26,ccw,10.0,35.0,300.0,1,1,1.5293,0.55
29,6.0,6.0,91.55,81.55,0,1,-0.16,6.0,0.88,5.93,cw,10.0,35.0,300.0,1,1,1.2273,0.765
30,6.0,6.0,94.02,84.02,115,0,-0.42,5.99,0.63,5.97,cw,10.0,35.0,300.0,0,1,1.0428,0.271
31,16.0,16.0,348.05,358.05,140,0,15.65,-3.31,15.99,-0.55,ccw,10.0,35.0,300.0,0,1,1.1373,0.352
32,12.0,12.0,228.57,218.57,115,0,-7.94,-9.0,-9.38,-7.48,cw,10.0,35.0,300.0,0,1,1.0691,0.653
33,12.0,12.0,37.88,27.88,65,0,9.47,7.37,10.61,5.61,cw,10.0,35.0,300.0,0,1,1.1545,0.808
34,12.0,12.0,115.11,105.11,40,0,-5.09,10.87,-3.13,11.59,cw,10.0,35.0,300.0,0,1,1.0325,0.394
