trial,ecc_deg_intended,ecc_deg_actual,angle_start_deg,angle_end_deg,orientation_deg,stim_type,x_start_deg,y_start_deg,x_end_deg,y_end_deg,rot_dir,moved_angle_deg,gabor_px,stim_speed_px_s,response,correct,rt,CalibrationDrift(deg)
1,3.0,3.0,142.22,132.22,65,0,-2.37,1.84,-2.02,2.22,cw,10.0,35.0,100.0,0,1,1.5637,5.139
2,6.0,6.0,9.1,359.1,0,1,5.92,0.95,6.0,-0.09,cw,10.0,35.0,100.0,1,1,0.9713,0.475
3,3.0,3.0,55.19,65.19,0,1,1.71,2.46,1.26,2.72,ccw,10.0,35.0,100.0,1,1,0.8796,0.404
4,12.0,12.0,251.65,241.65,40,0,-3.78,-11.39,-5.7,-10.56,cw,10.0,35.0,100.0,0,1,0.757,0.212
5,12.0,12.0,307.83,317.83,0,1,7.36,-9.48,8.89,-8.06,ccw,10.0,35.0,100.0,1,1,0.7529,0.297
6,3.0,3.0,160.13,150.13,0,1,-2.82,1.02,-2.6,1.49,cw,10.0,35.0,100.0,1,1,0.8445,0.39
7,6.0,6.0,266.84,276.84,0,1,-0.33,-5.99,0.71,-5.96,ccw,10.0,35.0,100.0,1,1,0.6856,0.337
8,3.0,3.0,167.22,177.22,0,1,-2.93,0.66,-3.0,0.15,ccw,10.0,35.0,100.0,0,0,0.6473,0.196
9,16.0,16.0,94.84,84.84,0,1,-1.35,15.94,1.44,15.94,cw,10.0,35.0,100.0,1,1,1.2881,0.381
10,16.0,16.0,245.23,255.23,0,1,-6.7,-14.53,-4.08,-15.47,ccw,10.0,35.0,100.0,1,1,1.0165,0.247
11,20.0,20.0,80.6,90.6,115,0,3.27,19.73,-0.21,20.0,ccw,10.0,10.0,100.0,0,1,1.2075,0.367
12,6.0,6.0,354.25,4.25,0,1,5.97,-0.6,5.98,0.45,ccw,10.0,35.0,100.0,1,1,0.93,0.267
13,3.0,3.0,61.85,51.85,65,0,1.42,2.65,1.85,2.36,cw,10.0,35.0,100.0,0,1,0.8163,0.181
14,20.0,20.0,67.53,57.53,140,0,7.64,18.48,10.74,16.87,cw,10.0,10.0,100.0,0,1,1.3786,0.623
15,16.0,16.0,30.53,20.53,0,1,13.78,8.13,14.98,5.61,cw,10.0,35.0,100.0,1,1,1.0038,0.298
16,20.0,20.0,338.5,328.5,0,1,18.61,-7.33,17.05,-10.45,cw,10.0,35.0,100.0,0,0,1.4062,0.325
17,6.0,6.0,342.87,332.87,65,0,5.73,-1.77,5.34,-2.74,cw,10.0,35.0,100.0,0,1,1.0077,0.318
18,12.0,12.0,139.95,149.95,0,1,-9.19,7.72,-10.39,6.01,ccw,10.0,35.0,100.0,1,1,0.9846,0.182
19,3.0,3.0,250.32,240.32,0,1,-1.01,-2.82,-1.49,-2.61,cw,10.0,35.0,100.0,1,1,0.8422,0.447
20,6.0,6.0,256.6,266.6,115,0,-1.39,-5.84,-0.36,-5.99,ccw,10.0,35.0,100.0,0,1,0.9171,0.5
