trial,ecc_deg_intended,ecc_deg_actual,angle_start_deg,angle_end_deg,orientation_deg,stim_type,x_start_deg,y_start_deg,x_end_deg,y_end_deg,rot_dir,moved_angle_deg,gabor_px,stim_speed_px_s,response,correct,rt,CalibrationDrift(deg)
1,6.0,6.0,124.52,114.52,65,0,-3.4,4.94,-2.49,5.46,cw,10.0,35.0,200.0,0,1,0.7742,4.9
2,3.0,3.0,147.12,137.12,40,0,-2.52,1.63,-2.2,2.04,cw,10.0,35.0,200.0,0,1,0.801,0.84
3,20.0,20.0,260.3,250.3,65,0,-3.37,-19.71,-6.74,-18.83,cw,10.0,10.0,200.0,0,1,0.8536,4.303
4,20.0,20.0,125.29,115.29,0,1,-11.55,16.33,-8.54,18.08,cw,10.0,35.0,200.0,0,0,1.3961,1.302
5,16.0,16.0,262.85,272.85,65,0,-1.99,-15.88,0.8,-15.98,ccw,10.0,35.0,200.0,0,1,0.9713,0.459
6,16.0,16.0,289.65,299.65,65,0,5.38,-15.07,7.91,-13.91,ccw,10.0,35.0,200.0,0,1,1.2147,1.22
7,20.0,20.0,274.89,264.89,140,0,1.7,-19.93,-1.78,-19.92,cw,10.0,10.0,200.0,0,1,1.0445,0.524
8,3.0,3.0,112.16,122.16,0,1,-1.13,2.78,-1.6,2.54,ccw,10.0,35.0,200.0,1,1,0.7436,1.108
9,20.0,20.0,310.92,300.92,40,0,13.1,-15.11,10.28,-17.16,cw,10.0,35.0,200.0,0,1,0.9893,2.749
10,20.0,20.0,316.9,306.9,140,0,14.6,-13.67,12.01,-15.99,cw,10.0,35.0,200.0,0,1,0.9085,1.082
11,16.0,16.0,309.09,319.09,0,1,10.09,-12.42,12.09,-10.48,ccw,10.0,35.0,200.0,1,1,0.8657,19.272
12,3.0,3.0,135.21,145.21,0,1,-2.13,2.11,-2.46,1.71,ccw,10.0,35.0,200.0,1,1,0.7775,0.249
13,3.0,3.0,276.85,286.85,65,0,0.36,-2.98,0.87,-2.87,ccw,10.0,35.0,200.0,0,1,0.7923,0.377
14,16.0,16.0,125.33,135.33,0,1,-9.25,13.05,-11.38,11.25,ccw,10.0,35.0,200.0,1,1,0.8114,0.293
15,3.0,3.0,228.28,218.28,40,0,-2.0,-2.24,-2.35,-1.86,cw,10.0,35.0,200.0,0,1,0.6973,0.445
16,20.0,20.0,246.07,256.07,115,0,-8.11,-18.28,-4.82,-19.41,ccw,10.0,10.0,200.0,0,1,0.9413,1.393
17,20.0,20.0,136.16,126.16,0,1,-14.43,13.85,-11.8,16.15,cw,10.0,35.0,200.0,1,1,0.8712,0.402
18,3.0,3.0,285.12,295.12,0,1,0.78,-2.9,1.27,-2.72,ccw,10.0,35.0,200.0,1,1,0.7306,0.335
19,12.0,12.0,296.46,306.46,140,0,5.35,-10.74,7.13,-9.65,ccw,10.0,35.0,200.0,0,1,0.9087,0.523
20,16.0,16.0,199.24,189.24,0,1,-15.11,-5.27,-15.79,-2.57,cw,10.0,35.0,200.0,1,1,0.7833,0.911
21,6.0,6.0,42.99,32.99,40,0,4.39,4.09,5.03,3.27,cw,10.0,35.0,200.0,0,1,0.7459,0.576
22,20.0,20.0,44.58,34.58,115,0,14.25,14.04,16.47,11.35,cw,10.0,35.0,200.0,0,1,0.8491,0.775
23,12.0,12.0,7.92,17.92,0,1,11.89,1.65,11.42,3.69,ccw,10.0,35.0,200.0,1,1,0.7461,0.607
24,6.0,6.0,83.47,93.47,0,1,0.68,5.96,-0.36,5.99,ccw,10.0,35.0,200.0,1,1,0.6386,0.589
25,12.0,12.0,314.58,304.58,0,1,8.42,-8.55,6.81,-9.88,cw,10.0,35.0,200.0,1,1,0.7192,0.36
26,20.0,20.0,63.95,73.95,0,1,8.78,17.97,5.53,19.22,ccw,10.0,10.0,200.0,0,0,0.9606,0.416
27,16.0,16.0,169.12,159.12,40,0,-15.71,3.02,-14.95,5.7,cw,10.0,35.0,200.0,0,1,0.9575,2.045
28,20.0,20.0,134.8,144.8,0,1,-14.09,14.19,-16.34,11.53,ccw,10.0,35.0,200.0,1,1,0.873,0.282
29,12.0,12.0,191.12,181.12,0,1,-11.77,-2.31,-12.0,-0.24,cw,10.0,35.0,200.0,1,1,0.8238,0.597
30,20.0,20.0,335.67,325.67,0,1,18.22,-8.24,16.52,-11.28,cw,10.0,35.0,200.0,1,1,0.8472,0.447
31,12.0,12.0,171.47,181.47,65,0,-11.87,1.78,-12.0,-0.31,ccw,10.0,35.0,200.0,0,1,0.8496,0.419
32,20.0,20.0,205.11,195.11,65,0,-18.11,-8.49,-19.31,-5.21,cw,10.0,35.0,200.0,0,1,0.9475,0.381
33,6.0,6.0,32.94,42.94,140,0,5.04,3.26,4.39,4.09,ccw,10.0,35.0,200.0,0,1,0.7548,0.496
34,20.0,20.0,317.98,307.98,0,1,14.86,-13.39,12.31,-15.76,cw,10.0,35.0,200.0,1,1,0.8151,0.247
35,20.0,20.0,220.14,210.14,140,0,-15.29,-12.89,-17.3,-10.04,cw,10.0,35.0,200.0,0,1,1.0478,0.645
36,3.0,3.0,38.09,48.09,65,0,2.36,1.85,2.0,2.23,ccw,10.0,35.0,200.0,0,1,0.8352,0.828
37,16.0,16.0,132.37,142.37,40,0,-10.78,11.82,-12.67,9.77,ccw,10.0,35.0,200.0,0,1,0.9872,0.74
38,12.0,12.0,144.42,134.42,0,1,-9.76,6.98,-8.4,8.57,cw,10.0,35.0,200.0,1,1,0.7455,0.46
39,3.0,3.0,334.08,324.08,0,1,2.7,-1.31,2.43,-1.76,cw,10.0,35.0,200.0,1,1,0.7627,0.555
40,16.0,16.0,303.11,293.11,0,1,8.74,-13.4,6.28,-14.72,cw,10.0,35.0,200.0,1,1,0.7804,0.363
41,16.0,16.0,140.25,150.25,0,1,-12.3,10.23,-13.89,7.94,ccw,10.0,35.0,200.0,1,1,0.7876,0.839
42,12.0,12.0,331.63,341.63,140,0,10.56,-5.7,11.39,-3.78,ccw,10.0,35.0,200.0,0,1,0.7471,0.322
43,3.0,3.0,125.61,135.61,0,1,-1.75,2.44,-2.14,2.1,ccw,10.0,35.0,200.0,1,1,0.7641,0.409
44,12.0,12.0,49.02,39.02,40,0,7.87,9.06,9.32,7.56,cw,10.0,35.0,200.0,0,1,0.8572,0.159
45,20.0,20.0,259.54,249.54,140,0,-3.63,-19.67,-6.99,-18.74,cw,10.0,10.0,200.0,0,1,1.1055,0.284
46,20.0,20.0,318.5,328.5,0,1,14.98,-13.25,17.05,-10.45,ccw,10.0,35.0,200.0,1,1,0.7589,0.35
47,6.0,6.0,267.08,257.08,115,0,-0.31,-5.99,-1.34,-5.85,cw,10.0,35.0,200.0,0,1,0.8995,0.377
48,16.0,16.0,176.07,186.07,0,1,-15.96,1.1,-15.91,-1.69,ccw,10.0,35.0,200.0,1,1,0.8692,0.434
49,16.0,16.0,69.53,79.53,140,0,5.6,14.99,2.91,15.73,ccw,10.0,35.0,200.0,0,1,0.7762,0.436
50,3.0,3.0,182.03,192.03,0,1,-3.0,-0.11,-2.93,-0.63,ccw,10.0,35.0,200.0,1,1,0.7934,0.467
51,12.0,12.0,241.95,231.95,40,0,-5.64,-10.59,-7.4,-9.45,cw,10.0,35.0,200.0,0,1,0.8591,0.346
52,3.0,3.0,42.95,52.95,0,1,2.2,2.04,1.81,2.39,ccw,10.0,35.0,200.0,1,1,0.7277,0.174
53,20.0,20.0,322.34,312.34,140,0,15.83,-12.22,13.47,-14.78,cw,10.0,35.0,200.0,0,1,0.7299,0.3
