trial,ecc_deg_intended,ecc_deg_actual,angle_start_deg,angle_end_deg,orientation_deg,stim_type,x_start_deg,y_start_deg,x_end_deg,y_end_deg,rot_dir,moved_angle_deg,gabor_px,stim_speed_px_s,response,correct,rt,CalibrationDrift(deg)
1,20.0,20.0,281.33,291.33,65,0,3.93,-19.61,7.28,-18.63,ccw,10.0,10.0,300.0,1,0,13.8854,3.901
2,16.0,16.0,8.74,18.74,40,0,15.81,2.43,15.15,5.14,ccw,10.0,35.0,300.0,0,1,1.8942,0.399
3,3.0,3.0,59.96,49.96,140,0,1.5,2.6,1.93,2.3,cw,10.0,35.0,300.0,0,1,1.1234,0.25
4,3.0,3.0,195.28,185.28,0,1,-2.89,-0.79,-2.99,-0.28,cw,10.0,35.0,300.0,1,1,0.8953,0.236
5,3.0,3.0,59.92,69.92,0,1,1.5,2.6,1.03,2.82,ccw,10.0,35.0,300.0,1,1,0.8,1.409
6,12.0,12.0,260.33,250.33,0,1,-2.02,-11.83,-4.04,-11.3,cw,10.0,35.0,300.0,0,0,1.1701,0.695
7,12.0,12.0,17.57,7.57,0,1,11.44,3.62,11.9,1.58,cw,10.0,35.0,300.0,1,1,0.9779,0.836
8,12.0,12.0,30.19,40.19,115,0,10.37,6.03,9.17,7.74,ccw,10.0,35.0,300.0,0,1,0.9647,0.687
9,3.0,3.0,19.44,29.44,0,1,2.83,1.0,2.61,1.47,ccw,10.0,35.0,300.0,1,1,0.9279,0.139
10,20.0,20.0,269.7,259.7,0,1,-0.1,-20.0,-3.58,-19.68,cw,10.0,10.0,300.0,0,0,1.1625,0.753
11,6.0,6.0,40.05,50.05,0,1,4.59,3.86,3.85,4.6,ccw,10.0,35.0,300.0,1,1,0.9254,1.446
12,12.0,12.0,147.96,137.96,40,0,-10.17,6.37,-8.91,8.04,cw,10.0,35.0,300.0,0,1,0.9429,3.913
13,3.0,3.0,93.94,83.94,0,1,-0.21,2.99,0.32,2.98,cw,10.0,35.0,300.0,1,1,0.9823,2.1
14,3.0,3.0,162.72,152.72,0,1,-2.86,0.89,-2.67,1.38,cw,10.0,35.0,300.0,1,1,0.8095,1.687
15,20.0,20.0,71.49,81.49,40,0,6.35,18.97,2.96,19.78,ccw,10.0,10.0,300.0,0,1,1.0517,1.613
16,16.0,16.0,330.65,320.65,115,0,13.95,-7.84,12.37,-10.14,cw,10.0,35.0,300.0,0,1,1.3124,2.685
17,6.0,6.0,80.49,90.49,40,0,0.99,5.92,-0.05,6.0,ccw,10.0,35.0,300.0,0,1,1.167,16.396
18,6.0,6.0,86.63,76.63,0,1,0.35,5.99,1.39,5.84,cw,10.0,35.0,300.0,1,1,0.8843,3.447
19,20.0,20.0,6.85,356.85,0,1,19.86,2.39,19.97,-1.1,cw,10.0,35.0,300.0,1,1,1.0402,5.4
20,16.0,16.0,191.94,201.94,65,0,-15.65,-3.31,-14.84,-5.98,ccw,10.0,35.0,300.0,0,1,0.8678,0.823
21,3.0,3.0,129.87,139.87,65,0,-1.92,2.3,-2.29,1.93,ccw,10.0,35.0,300.0,0,1,0.95,0.469
22,16.0,16.0,11.92,21.92,40,0,15.65,3.3,14.84,5.97,ccw,10.0,35.0,300.0,0,1,1.0186,0.63
23,16.0,16.0,200.66,190.66,140,0,-14.97,-5.64,-15.72,-2.96,cw,10.0,35.0,300.0,0,1,0.8246,0.504
24,3.0,3.0,94.19,84.19,115,0,-0.22,2.99,0.3,2.98,cw,10.0,35.0,300.0,0,1,0.8181,0.43
25,12.0,12.0,160.9,170.9,140,0,-11.34,3.93,-11.85,1.9,ccw,10.0,35.0,300.0,0,1,0.7662,0.36
26,12.0,12.0,70.25,60.25,40,0,4.06,11.29,5.96,10.42,cw,10.0,35.0,300.0,0,1,0.783,0.531
27,20.0,20.0,303.71,313.71,140,0,11.1,-16.64,13.82,-14.46,ccw,10.0,35.0,300.0,0,1,0.8492,0.821
28,16.0,16.0,160.12,150.12,40,0,-15.05,5.44,-13.87,7.97,cw,10.0,35.0,300.0,0,1,0.8602,0.185
29,16.0,16.0,219.59,209.59,0,1,-12.33,-10.2,-13.91,-7.9,cw,10.0,35.0,300.0,1,1,0.8221,0.423
30,20.0,20.0,137.84,127.84,115,0,-14.83,13.42,-12.27,15.79,cw,10.0,35.0,300.0,0,1,1.2191,0.496
31,6.0,6.0,299.89,289.89,0,1,2.99,-5.2,2.04,-5.64,cw,10.0,35.0,300.0,1,1,0.8326,0.623
32,12.0,12.0,11.45,1.45,40,0,11.76,2.38,12.0,0.3,cw,10.0,35.0,300.0,0,1,0.7555,0.305
33,6.0,6.0,39.8,49.8,0,1,4.61,3.84,3.87,4.58,ccw,10.0,35.0,300.0,1,1,0.8006,0.725
34,16.0,16.0,113.22,123.22,65,0,-6.31,14.7,-8.77,13.39,ccw,10.0,35.0,300.0,0,1,0.8388,0.471
35,3.0,3.0,292.07,302.07,65,0,1.13,-2.78,1.59,-2.54,ccw,10.0,35.0,300.0,0,1,0.8411,0.395
36,20.0,20.0,274.02,284.02,0,1,1.4,-19.95,4.85,-19.4,ccw,10.0,10.0,300.0,0,0,1.0993,0.388
37,12.0,12.0,285.04,295.04,0,1,3.11,-11.59,5.08,-10.87,ccw,10.0,35.0,300.0,1,1,1.0607,0.74
38,6.0,6.0,18.76,8.76,0,1,5.68,1.93,5.93,0.91,cw,10.0,35.0,300.0,1,1,0.7965,10.222
39,16.0,16.0,254.1,244.1,65,0,-4.38,-15.39,-6.99,-14.39,cw,10.0,35.0,300.0,0,1,1.026,6.048
40,12.0,12.0,108.63,98.63,0,1,-3.83,11.37,-1.8,11.86,cw,10.0,35.0,300.0,1,1,0.8361,1.337
41,6.0,6.0,37.09,47.09,0,1,4.79,3.62,4.09,4.39,ccw,10.0,35.0,300.0,1,1,0.8196,3.517
42,12.0,12.0,313.0,323.0,0,1,8.18,-8.78,9.58,-7.22,ccw,10.0,35.0,300.0,1,1,0.9374,0.277
43,20.0,20.0,167.01,177.01,0,1,-19.49,4.49,-19.97,1.04,ccw,10.0,35.0,300.0,1,1,1.6363,0.326
44,20.0,20.0,310.52,300.52,0,1,13.0,-15.2,10.16,-17.23,cw,10.0,35.0,300.0,0,0,1.1384,2.044
45,6.0,6.0,171.86,161.86,40,0,-5.94,0.85,-5.7,1.87,cw,10.0,35.0,300.0,0,1,0.9469,0.557
46,12.0,12.0,312.06,322.06,40,0,8.04,-8.91,9.46,-7.38,ccw,10.0,35.0,300.0,0,1,0.8602,4.907
