trial,ecc_deg_intended,ecc_deg_actual,angle_start_deg,angle_end_deg,orientation_deg,stim_type,x_start_deg,y_start_deg,x_end_deg,y_end_deg,rot_dir,moved_angle_deg,gabor_px,stim_speed_px_s,response,correct,rt,CalibrationDrift(deg)
1,6.0,6.0,199.56,209.56,40,0,-5.65,-2.01,-5.22,-2.96,ccw,10.0,35.0,300.0,0,1,0.8341,1.977
2,3.0,3.0,339.26,329.26,0,1,2.81,-1.06,2.58,-1.53,cw,10.0,35.0,300.0,1,1,0.6705,0.688
3,3.0,3.0,183.44,173.44,0,1,-2.99,-0.18,-2.98,0.34,cw,10.0,35.0,300.0,1,1,0.7018,1.706
4,6.0,6.0,151.48,161.48,140,0,-5.27,2.86,-5.69,1.91,ccw,10.0,35.0,300.0,0,1,0.7229,1.224
5,20.0,20.0,230.41,240.41,40,0,-12.74,-15.41,-9.87,-17.39,ccw,10.0,35.0,300.0,0,1,1.0395,1.008
6,3.0,3.0,245.01,235.01,0,1,-1.27,-2.72,-1.72,-2.46,cw,10.0,35.0,300.0,1,1,0.7304,0.628
7,12.0,12.0,188.35,178.35,40,0,-11.87,-1.74,-12.0,0.35,cw,10.0,35.0,300.0,0,1,0.6247,0.672
8,16.0,16.0,56.93,66.93,65,0,8.73,13.41,6.27,14.72,ccw,10.0,35.0,300.0,0,1,0.7148,0.571
9,16.0,16.0,183.32,193.32,140,0,-15.97,-0.93,-15.57,-3.69,ccw,10.0,35.0,300.0,0,1,0.9643,0.666
10,3.0,3.0,8.44,18.44,140,0,2.97,0.44,2.85,0.95,ccw,10.0,35.0,300.0,0,1,0.7053,0.761
11,20.0,20.0,86.25,96.25,0,1,1.31,19.96,-2.18,19.88,ccw,10.0,10.0,300.0,0,0,0.8108,1.533
12,16.0,16.0,351.83,1.83,65,0,15.84,-2.27,15.99,0.51,ccw,10.0,35.0,300.0,0,1,0.834,6.727
13,3.0,3.0,303.68,313.68,0,1,1.66,-2.5,2.07,-2.17,ccw,10.0,35.0,300.0,1,1,0.7849,1.629
14,12.0,12.0,25.74,15.74,0,1,10.81,5.21,11.55,3.25,cw,10.0,35.0,300.0,1,1,0.8217,0.966
15,12.0,12.0,294.16,304.16,140,0,4.91,-10.95,6.74,-9.93,ccw,10.0,35.0,300.0,0,1,0.7368,0.836
16,3.0,3.0,352.59,2.59,140,0,2.97,-0.39,3.0,0.14,ccw,10.0,35.0,300.0,0,1,0.7441,1.239
17,6.0,6.0,20.89,10.89,0,1,5.61,2.14,5.89,1.13,cw,10.0,35.0,300.0,1,1,0.7634,1.309
18,12.0,12.0,41.05,31.05,0,1,9.05,7.88,10.28,6.19,cw,10.0,35.0,300.0,1,1,0.8748,1.134
19,6.0,6.0,87.26,77.26,140,0,0.29,5.99,1.32,5.85,cw,10.0,35.0,300.0,0,1,0.6968,1.641
20,12.0,12.0,141.11,151.11,65,0,-9.34,7.53,-10.51,5.8,ccw,10.0,35.0,300.0,0,1,0.761,1.123
21,12.0,12.0,155.11,145.11,0,1,-10.89,5.05,-9.84,6.86,cw,10.0,35.0,300.0,1,1,0.794,1.094
