trial,ecc_deg_intended,ecc_deg_actual,angle_start_deg,angle_end_deg,orientation_deg,stim_type,x_start_deg,y_start_deg,x_end_deg,y_end_deg,rot_dir,moved_angle_deg,gabor_px,stim_speed_px_s,response,correct,rt,CalibrationDrift(deg)
1,12.0,12.0,66.19,56.19,65,0,4.85,10.98,6.68,9.97,cw,10.0,35.0,300.0,0,1,1.9222,1.027
2,20.0,20.0,200.35,210.35,0,1,-18.75,-6.95,-17.26,-10.11,ccw,10.0,35.0,300.0,1,1,1.1325,0.51
3,3.0,3.0,121.61,111.61,0,1,-1.57,2.56,-1.1,2.79,cw,10.0,35.0,300.0,1,1,0.9223,0.275
4,16.0,16.0,165.48,175.48,0,1,-15.49,4.01,-15.95,1.26,ccw,10.0,35.0,300.0,1,1,0.8876,0.312
5,6.0,6.0,348.46,338.46,0,1,5.88,-1.2,5.58,-2.2,cw,10.0,35.0,300.0,1,1,0.8597,0.676
6,6.0,6.0,71.06,81.06,0,1,1.95,5.67,0.93,5.93,ccw,10.0,35.0,300.0,1,1,0.8961,0.231
7,12.0,12.0,272.89,262.89,0,1,0.61,-11.98,-1.49,-11.91,cw,10.0,35.0,300.0,1,1,0.9001,0.206
8,16.0,16.0,242.84,252.84,65,0,-7.3,-14.24,-4.72,-15.29,ccw,10.0,35.0,300.0,0,1,0.8601,0.561
9,6.0,6.0,159.05,149.05,40,0,-5.6,2.15,-5.15,3.09,cw,10.0,35.0,300.0,0,1,0.8018,0.438
10,3.0,3.0,324.12,314.12,40,0,2.43,-1.76,2.09,-2.15,cw,10.0,35.0,300.0,0,1,0.8481,0.489
11,16.0,16.0,355.72,5.72,115,0,15.96,-1.19,15.92,1.6,ccw,10.0,35.0,300.0,0,1,0.933,0.432
12,12.0,12.0,89.65,99.65,140,0,0.07,12.0,-2.01,11.83,ccw,10.0,35.0,300.0,0,1,0.9442,0.356
13,16.0,16.0,20.5,10.5,115,0,14.99,5.6,15.73,2.92,cw,10.0,35.0,300.0,0,1,1.0148,0.556
14,16.0,16.0,112.54,102.54,115,0,-6.13,14.78,-3.47,15.62,cw,10.0,35.0,300.0,0,1,0.8656,0.424
15,3.0,3.0,100.63,110.63,115,0,-0.55,2.95,-1.06,2.81,ccw,10.0,35.0,300.0,0,1,0.9767,0.488
16,16.0,16.0,137.61,147.61,0,1,-11.82,10.79,-13.51,8.57,ccw,10.0,35.0,300.0,1,1,0.9604,0.518
17,3.0,3.0,15.71,5.71,0,1,2.89,0.81,2.99,0.3,cw,10.0,35.0,300.0,1,1,0.8753,0.413
18,12.0,12.0,189.34,199.34,0,1,-11.84,-1.95,-11.32,-3.97,ccw,10.0,35.0,300.0,1,1,0.8514,0.618
19,16.0,16.0,96.26,86.26,40,0,-1.75,15.9,1.04,15.97,cw,10.0,35.0,300.0,0,1,0.8517,0.416
20,12.0,12.0,132.76,142.76,0,1,-8.15,8.81,-9.55,7.26,ccw,10.0,35.0,300.0,1,1,1.0762,0.497
21,6.0,6.0,177.82,167.82,115,0,-6.0,0.23,-5.87,1.27,cw,10.0,35.0,300.0,0,1,0.7858,0.619
22,12.0,12.0,153.93,163.93,0,1,-10.78,5.27,-11.53,3.32,ccw,10.0,35.0,300.0,1,1,0.7801,0.55
23,12.0,12.0,230.91,220.91,0,1,-7.57,-9.31,-9.07,-7.86,cw,10.0,35.0,300.0,1,1,0.8964,0.704
24,12.0,12.0,18.43,28.43,40,0,11.38,3.79,10.55,5.71,ccw,10.0,35.0,300.0,0,1,0.8333,0.753
25,6.0,6.0,1.04,11.04,0,1,6.0,0.11,5.89,1.15,ccw,10.0,35.0,300.0,1,1,0.8834,0.642
26,16.0,16.0,83.67,93.67,115,0,1.76,15.9,-1.03,15.97,ccw,10.0,35.0,300.0,0,1,0.8525,0.695
27,6.0,6.0,64.61,74.61,40,0,2.57,5.42,1.59,5.78,ccw,10.0,35.0,300.0,0,1,1.0402,0.999
28,3.0,3.0,116.38,106.38,40,0,-1.33,2.69,-0.85,2.88,cw,10.0,35.0,300.0,0,1,1.063,0.445
29,20.0,20.0,150.95,140.95,65,0,-17.48,9.71,-15.53,12.6,cw,10.0,35.0,300.0,0,1,0.9551,0.158
