trial,ecc_deg_intended,ecc_deg_actual,angle_start_deg,angle_end_deg,orientation_deg,stim_type,x_start_deg,y_start_deg,x_end_deg,y_end_deg,rot_dir,moved_angle_deg,gabor_px,stim_speed_px_s,response,correct,rt,CalibrationDrift(deg)
1,3.0,3.0,204.34,214.34,0,1,-2.73,-1.24,-2.48,-1.69,ccw,10.0,35.0,100.0,1,1,0.8818,3.457
2,6.0,6.0,75.5,85.5,0,1,1.5,5.81,0.47,5.98,ccw,10.0,35.0,100.0,1,1,0.6496,0.283
3,20.0,20.0,133.65,143.65,65,0,-13.81,14.47,-16.11,11.85,ccw,10.0,35.0,100.0,0,1,0.8375,0.217
4,3.0,3.0,139.57,129.57,115,0,-2.28,1.95,-1.91,2.31,cw,10.0,35.0,100.0,0,1,0.6682,0.254
5,16.0,16.0,316.98,306.98,0,1,11.7,-10.92,9.62,-12.78,cw,10.0,35.0,100.0,1,1,0.6619,0.304
6,12.0,12.0,191.83,181.83,0,1,-11.75,-2.46,-11.99,-0.38,cw,10.0,35.0,100.0,1,1,0.8633,0.325
7,3.0,3.0,46.95,56.95,0,1,2.05,2.19,1.64,2.51,ccw,10.0,35.0,100.0,1,1,0.6349,0.25
8,16.0,16.0,9.71,359.71,115,0,15.77,2.7,16.0,-0.08,cw,10.0,35.0,100.0,0,1,0.8407,0.281
9,12.0,12.0,257.37,247.37,0,1,-2.62,-11.71,-4.62,-11.08,cw,10.0,35.0,100.0,1,1,0.726,0.294
10,20.0,20.0,90.65,80.65,140,0,-0.23,20.0,3.25,19.73,cw,10.0,10.0,100.0,0,1,0.7261,0.442
11,16.0,16.0,212.87,222.87,65,0,-13.44,-8.68,-11.73,-10.89,ccw,10.0,35.0,100.0,0,1,0.8925,0.427
12,6.0,6.0,203.76,193.76,65,0,-5.49,-2.42,-5.83,-1.43,cw,10.0,35.0,100.0,0,1,0.6693,0.79
13,12.0,12.0,347.28,357.28,140,0,11.71,-2.64,11.99,-0.57,ccw,10.0,35.0,100.0,0,1,0.8546,0.393
14,12.0,12.0,157.6,167.6,0,1,-11.09,4.57,-11.72,2.58,ccw,10.0,35.0,100.0,1,1,0.7309,0.371
15,6.0,6.0,302.74,292.74,0,1,3.24,-5.05,2.32,-5.53,cw,10.0,35.0,100.0,1,1,0.6046,0.431
16,12.0,12.0,141.31,151.31,0,1,-9.37,7.5,-10.53,5.76,ccw,10.0,35.0,100.0,1,1,0.7179,0.392
17,6.0,6.0,283.22,293.22,115,0,1.37,-5.84,2.37,-5.51,ccw,10.0,35.0,100.0,0,1,0.6343,0.382
18,20.0,20.0,207.95,217.95,0,1,-17.67,-9.37,-15.77,-12.3,ccw,10.0,35.0,100.0,1,1,0.7758,0.286
19,3.0,3.0,247.59,237.59,65,0,-1.14,-2.77,-1.61,-2.53,cw,10.0,35.0,100.0,0,1,0.7116,0.171
20,16.0,16.0,42.84,52.84,140,0,11.73,10.88,9.67,12.75,ccw,10.0,35.0,100.0,0,1,0.6761,0.236
21,12.0,12.0,160.37,150.37,0,1,-11.3,4.03,-10.43,5.93,cw,10.0,35.0,100.0,1,1,0.8738,0.316
22,3.0,3.0,43.9,53.9,65,0,2.16,2.08,1.77,2.42,ccw,10.0,35.0,100.0,0,1,0.7236,0.561
23,6.0,6.0,131.17,141.17,0,1,-3.95,4.52,-4.67,3.76,ccw,10.0,35.0,100.0,1,1,0.8361,0.531
24,12.0,12.0,5.08,15.08,0,1,11.95,1.06,11.59,3.12,ccw,10.0,35.0,100.0,1,1,0.7169,0.352
25,20.0,20.0,214.38,224.38,0,1,-16.51,-11.29,-14.3,-13.99,ccw,10.0,35.0,100.0,1,1,0.7721,0.224
26,3.0,3.0,6.58,356.58,115,0,2.98,0.34,2.99,-0.18,cw,10.0,35.0,100.0,0,1,0.7082,0.5
