trial,ecc_deg_intended,ecc_deg_actual,angle_start_deg,angle_end_deg,orientation_deg,stim_type,x_start_deg,y_start_deg,x_end_deg,y_end_deg,rot_dir,moved_angle_deg,gabor_px,stim_speed_px_s,response,correct,rt,CalibrationDrift(deg)
1,20.0,20.0,3.22,13.22,0,1,19.97,1.12,19.47,4.57,ccw,10.0,35.0,200.0,1,1,1.1299,1.237
2,20.0,20.0,55.91,65.91,0,1,11.21,16.56,8.16,18.26,ccw,10.0,35.0,200.0,0,0,1.7854,0.389
3,3.0,3.0,5.75,355.75,0,1,2.98,0.3,2.99,-0.22,cw,10.0,35.0,200.0,1,1,2.1158,0.249
4,20.0,20.0,85.22,95.22,0,1,1.67,19.93,-1.82,19.92,ccw,10.0,10.0,200.0,0,0,1.852,0.334
5,6.0,6.0,157.28,167.28,0,1,-5.53,2.32,-5.85,1.32,ccw,10.0,35.0,200.0,1,1,1.252,0.353
6,12.0,12.0,40.46,30.46,0,1,9.13,7.79,10.34,6.08,cw,10.0,35.0,200.0,1,1,1.2635,0.38
7,12.0,12.0,124.75,114.75,65,0,-6.84,9.86,-5.02,10.9,cw,10.0,35.0,200.0,0,1,2.1003,0.317
8,6.0,6.0,346.28,336.28,0,1,5.83,-1.42,5.49,-2.41,cw,10.0,35.0,200.0,1,1,1.8309,0.593
9,20.0,20.0,101.82,111.82,0,1,-4.1,19.58,-7.44,18.57,ccw,10.0,10.0,200.0,0,0,1.7366,0.366
10,6.0,6.0,268.1,258.1,115,0,-0.2,-6.0,-1.24,-5.87,cw,10.0,35.0,200.0,0,1,3.0296,0.251
11,12.0,12.0,168.87,158.87,65,0,-11.77,2.32,-11.19,4.33,cw,10.0,35.0,200.0,1,0,3.5754,0.646
12,3.0,3.0,332.54,322.54,0,1,2.66,-1.38,2.38,-1.82,cw,10.0,35.0,200.0,1,1,1.1655,0.683
13,20.0,20.0,31.72,41.72,65,0,17.01,10.51,14.93,13.31,ccw,10.0,35.0,200.0,0,1,3.3637,0.375
14,20.0,20.0,157.4,147.4,65,0,-18.46,7.68,-16.85,10.77,cw,10.0,35.0,200.0,0,1,1.5279,0.783
15,6.0,6.0,298.5,308.5,0,1,2.86,-5.27,3.73,-4.7,ccw,10.0,35.0,200.0,1,1,1.0157,0.47
16,12.0,12.0,142.84,132.84,0,1,-9.56,7.25,-8.16,8.8,cw,10.0,35.0,200.0,1,1,1.0012,0.574
17,20.0,20.0,115.66,125.66,65,0,-8.66,18.03,-11.66,16.25,ccw,10.0,10.0,200.0,0,1,1.5865,0.747
