trial,ecc_deg_intended,ecc_deg_actual,angle_start_deg,angle_end_deg,orientation_deg,stim_type,x_start_deg,y_start_deg,x_end_deg,y_end_deg,rot_dir,moved_angle_deg,gabor_px,stim_speed_px_s,response,correct,rt,CalibrationDrift(deg)
1,12.0,12.0,215.7,205.7,0,1,-9.74,-7.0,-10.81,-5.2,cw,10.0,35.0,200.0,1,1,1.2389,1.068
2,12.0,12.0,16.15,26.15,0,1,11.53,3.34,10.77,5.29,ccw,10.0,35.0,200.0,1,1,1.316,0.625
3,3.0,3.0,196.4,186.4,40,0,-2.88,-0.85,-2.98,-0.33,cw,10.0,35.0,200.0,0,1,0.8613,1.423
4,6.0,6.0,232.2,222.2,0,1,-3.68,-4.74,-4.44,-4.03,cw,10.0,35.0,200.0,1,1,1.0363,2.155
5,6.0,6.0,333.15,323.15,40,0,5.35,-2.71,4.8,-3.6,cw,10.0,35.0,200.0,0,1,0.9291,1.968
6,3.0,3.0,100.12,110.12,0,1,-0.53,2.95,-1.03,2.82,ccw,10.0,35.0,200.0,1,1,0.8224,1.562
7,6.0,6.0,301.24,291.24,0,1,3.11,-5.13,2.17,-5.59,cw,10.0,35.0,200.0,1,1,1.0756,1.776
8,12.0,12.0,116.05,126.05,0,1,-5.27,10.78,-7.06,9.7,ccw,10.0,35.0,200.0,1,1,0.9431,1.827
9,20.0,20.0,47.69,37.69,40,0,13.46,14.79,15.83,12.23,cw,10.0,35.0,200.0,0,1,1.1964,1.041
10,16.0,16.0,173.69,163.69,40,0,-15.9,1.76,-15.36,4.49,cw,10.0,35.0,200.0,0,1,1.3273,0.56
11,6.0,6.0,273.33,283.33,0,1,0.35,-5.99,1.38,-5.84,ccw,10.0,35.0,200.0,1,1,1.039,0.36
12,3.0,3.0,174.16,164.16,40,0,-2.98,0.31,-2.89,0.82,cw,10.0,35.0,200.0,0,1,1.3195,0.679
13,6.0,6.0,48.03,38.03,40,0,4.01,4.46,4.73,3.7,cw,10.0,35.0,200.0,0,1,1.0835,0.832
14,3.0,3.0,353.2,3.2,140,0,2.98,-0.36,3.0,0.17,ccw,10.0,35.0,200.0,0,1,1.0811,1.434
15,3.0,3.0,273.13,283.13,65,0,0.16,-3.0,0.68,-2.92,ccw,10.0,35.0,200.0,0,1,0.9292,1.502
16,3.0,3.0,243.17,253.17,65,0,-1.35,-2.68,-0.87,-2.87,ccw,10.0,35.0,200.0,0,1,0.8976,1.459
17,20.0,20.0,214.53,224.53,115,0,-16.48,-11.34,-14.26,-14.03,ccw,10.0,35.0,200.0,0,1,1.9354,1.412
18,12.0,12.0,3.76,13.76,140,0,11.97,0.79,11.66,2.85,ccw,10.0,35.0,200.0,0,1,1.2483,0.685
19,12.0,12.0,41.44,51.44,140,0,9.0,7.94,7.48,9.38,ccw,10.0,35.0,200.0,0,1,1.2232,0.937
20,3.0,3.0,218.07,208.07,115,0,-2.36,-1.85,-2.65,-1.41,cw,10.0,35.0,200.0,0,1,1.168,1.47
21,12.0,12.0,327.45,317.45,0,1,10.12,-6.46,8.84,-8.11,cw,10.0,35.0,200.0,1,1,0.9125,1.668
22,16.0,16.0,4.13,14.13,65,0,15.96,1.15,15.52,3.91,ccw,10.0,35.0,200.0,0,1,1.0629,0.899
23,6.0,6.0,23.38,33.38,40,0,5.51,2.38,5.01,3.3,ccw,10.0,35.0,200.0,0,1,0.77,1.62
