trial,ecc_deg_intended,ecc_deg_actual,angle_start_deg,angle_end_deg,orientation_deg,stim_type,x_start_deg,y_start_deg,x_end_deg,y_end_deg,rot_dir,moved_angle_deg,gabor_px,stim_speed_px_s,response,correct,rt,CalibrationDrift(deg)
1,16.0,16.0,19.56,29.56,0,1,15.08,5.36,13.92,7.89,ccw,10.0,35.0,400.0,0,0,2.2578,12.664
2,3.0,3.0,201.22,211.22,0,1,-2.8,-1.09,-2.57,-1.55,ccw,10.0,35.0,400.0,0,0,1.4377,1.318
3,16.0,16.0,358.42,8.42,0,1,15.99,-0.44,15.83,2.34,ccw,10.0,35.0,400.0,1,1,0.9718,1.333
4,3.0,3.0,283.04,273.04,0,1,0.68,-2.92,0.16,-3.0,cw,10.0,35.0,400.0,1,1,0.8665,0.147
5,16.0,16.0,270.77,280.77,115,0,0.22,-16.0,2.99,-15.72,ccw,10.0,35.0,400.0,0,1,1.0526,0.301
6,3.0,3.0,160.54,170.54,115,0,-2.83,1.0,-2.96,0.49,ccw,10.0,35.0,400.0,0,1,0.822,0.091
7,3.0,3.0,153.08,163.08,0,1,-2.67,1.36,-2.87,0.87,ccw,10.0,35.0,400.0,1,1,1.0722,0.093
8,20.0,20.0,313.61,303.61,0,1,13.8,-14.48,11.07,-16.66,cw,10.0,35.0,400.0,0,0,1.0542,0.194
9,3.0,3.0,146.89,156.89,0,1,-2.51,1.64,-2.76,1.18,ccw,10.0,35.0,400.0,1,1,0.8636,0.389
10,12.0,12.0,138.88,148.88,140,0,-9.04,7.89,-10.27,6.2,ccw,10.0,35.0,400.0,0,1,0.9404,0.075
11,12.0,12.0,118.53,128.53,65,0,-5.73,10.54,-7.48,9.39,ccw,10.0,35.0,400.0,0,1,0.9217,0.163
12,12.0,12.0,173.59,183.59,140,0,-11.93,1.34,-11.98,-0.75,ccw,10.0,35.0,400.0,0,1,1.1105,0.083
13,12.0,12.0,167.82,177.82,0,1,-11.73,2.53,-11.99,0.46,ccw,10.0,35.0,400.0,1,1,0.9622,0.291
14,12.0,12.0,266.76,256.76,115,0,-0.68,-11.98,-2.75,-11.68,cw,10.0,35.0,400.0,0,1,0.9222,0.141
15,12.0,12.0,75.81,85.81,0,1,2.94,11.63,0.88,11.97,ccw,10.0,35.0,400.0,1,1,1.0368,0.123
16,12.0,12.0,206.53,216.53,65,0,-10.74,-5.36,-9.64,-7.14,ccw,10.0,35.0,400.0,0,1,0.8518,0.139
17,3.0,3.0,33.99,43.99,0,1,2.49,1.68,2.16,2.08,ccw,10.0,35.0,400.0,1,1,0.7965,0.214
18,3.0,3.0,42.15,52.15,0,1,2.22,2.01,1.84,2.37,ccw,10.0,35.0,400.0,1,1,0.7739,0.139
19,16.0,16.0,87.79,77.79,40,0,0.62,15.99,3.38,15.64,cw,10.0,35.0,400.0,0,1,0.8547,0.237
20,12.0,12.0,122.77,132.77,0,1,-6.5,10.09,-8.15,8.81,ccw,10.0,35.0,400.0,1,1,0.8773,0.312
21,20.0,20.0,77.74,87.74,40,0,4.25,19.54,0.79,19.98,ccw,10.0,10.0,400.0,0,1,1.0399,0.141
22,12.0,12.0,315.75,325.75,0,1,8.59,-8.37,9.92,-6.75,ccw,10.0,35.0,400.0,1,1,0.8922,0.123
23,20.0,20.0,184.18,174.18,115,0,-19.95,-1.46,-19.9,2.03,cw,10.0,35.0,400.0,0,1,0.9614,0.177
24,6.0,6.0,216.12,226.12,115,0,-4.85,-3.54,-4.16,-4.32,ccw,10.0,35.0,400.0,0,1,1.1729,0.486
25,12.0,12.0,199.25,209.25,0,1,-11.33,-3.96,-10.47,-5.86,ccw,10.0,35.0,400.0,1,1,0.928,0.336
26,12.0,12.0,127.96,117.96,0,1,-7.38,9.46,-5.63,10.6,cw,10.0,35.0,400.0,1,1,1.0806,0.191
27,20.0,20.0,253.85,243.85,40,0,-5.56,-19.21,-8.81,-17.95,cw,10.0,10.0,400.0,0,1,1.516,0.174
28,20.0,20.0,178.41,188.41,115,0,-19.99,0.56,-19.79,-2.92,ccw,10.0,35.0,400.0,0,1,0.9757,0.15
29,6.0,6.0,297.91,287.91,0,1,2.81,-5.3,1.85,-5.71,cw,10.0,35.0,400.0,1,1,0.9293,0.139
30,12.0,12.0,274.33,284.33,0,1,0.91,-11.97,2.97,-11.63,ccw,10.0,35.0,400.0,1,1,1.6558,0.094
31,20.0,20.0,238.47,228.47,140,0,-10.46,-17.05,-13.26,-14.97,cw,10.0,10.0,400.0,0,1,1.325,0.312
32,16.0,16.0,29.52,39.52,140,0,13.92,7.88,12.34,10.18,ccw,10.0,35.0,400.0,0,1,1.0671,0.339
33,6.0,6.0,339.39,349.39,40,0,5.62,-2.11,5.9,-1.1,ccw,10.0,35.0,400.0,0,1,0.9921,0.369
34,16.0,16.0,323.94,313.94,0,1,12.94,-9.42,11.1,-11.52,cw,10.0,35.0,400.0,1,1,1.0367,0.186
35,3.0,3.0,45.65,35.65,0,1,2.1,2.15,2.44,1.75,cw,10.0,35.0,400.0,1,1,0.9201,0.112
36,12.0,12.0,307.56,297.56,115,0,7.32,-9.51,5.55,-10.64,cw,10.0,35.0,400.0,0,1,0.9933,0.109
37,20.0,20.0,258.25,268.25,65,0,-4.07,-19.58,-0.61,-19.99,ccw,10.0,10.0,400.0,0,1,1.002,0.13
38,3.0,3.0,322.2,332.2,0,1,2.37,-1.84,2.65,-1.4,ccw,10.0,35.0,400.0,1,1,0.8812,0.101
39,3.0,3.0,167.52,157.52,0,1,-2.93,0.65,-2.77,1.15,cw,10.0,35.0,400.0,1,1,0.8735,0.224
40,20.0,20.0,20.23,10.23,0,1,18.77,6.92,19.68,3.55,cw,10.0,35.0,400.0,1,1,1.1119,0.061
41,16.0,16.0,308.33,318.33,115,0,9.92,-12.55,11.95,-10.64,ccw,10.0,35.0,400.0,0,1,0.9486,0.111
42,16.0,16.0,213.85,223.85,0,1,-13.29,-8.91,-11.54,-11.08,ccw,10.0,35.0,400.0,1,1,1.5912,0.077
43,6.0,6.0,53.76,63.76,65,0,3.55,4.84,2.65,5.38,ccw,10.0,35.0,400.0,0,1,0.8788,0.3
44,16.0,16.0,333.58,343.58,40,0,14.33,-7.12,15.35,-4.52,ccw,10.0,35.0,400.0,0,1,1.1107,0.346
45,3.0,3.0,18.58,28.58,0,1,2.84,0.96,2.63,1.44,ccw,10.0,35.0,400.0,1,1,0.8197,0.272
46,16.0,16.0,114.48,124.48,0,1,-6.63,14.56,-9.06,13.19,ccw,10.0,35.0,400.0,1,1,0.9829,0.213
47,3.0,3.0,153.72,163.72,0,1,-2.69,1.33,-2.88,0.84,ccw,10.0,35.0,400.0,1,1,0.8613,0.162
48,20.0,20.0,133.76,143.76,140,0,-13.83,14.44,-16.13,11.82,ccw,10.0,35.0,400.0,0,1,0.9535,0.328
49,12.0,12.0,296.74,306.74,0,1,5.4,-10.72,7.18,-9.62,ccw,10.0,35.0,400.0,1,1,0.9444,0.223
50,6.0,6.0,107.18,97.18,40,0,-1.77,5.73,-0.75,5.95,cw,10.0,35.0,400.0,0,1,0.8964,0.232
51,20.0,20.0,226.36,216.36,40,0,-13.8,-14.47,-16.11,-11.86,cw,10.0,35.0,400.0,0,1,1.501,0.084
