trial,ecc_deg_intended,ecc_deg_actual,angle_start_deg,angle_end_deg,orientation_deg,stim_type,x_start_deg,y_start_deg,x_end_deg,y_end_deg,rot_dir,moved_angle_deg,gabor_px,stim_speed_px_s,response,correct,rt,CalibrationDrift(deg)
1,3.0,3.0,125.85,115.85,65,0,-1.76,2.43,-1.31,2.7,cw,10.0,35.0,300.0,0,1,0.8159,5.167
2,16.0,16.0,318.14,328.14,0,1,11.92,-10.68,13.59,-8.45,ccw,10.0,35.0,300.0,1,1,0.6595,0.334
3,16.0,16.0,211.68,221.68,115,0,-13.62,-8.4,-11.95,-10.64,ccw,10.0,35.0,300.0,0,1,0.746,0.267
4,3.0,3.0,3.95,13.95,140,0,2.99,0.21,2.91,0.72,ccw,10.0,35.0,300.0,0,1,0.7698,0.369
5,3.0,3.0,47.96,57.96,0,1,2.01,2.23,1.59,2.54,ccw,10.0,35.0,300.0,1,1,0.7367,0.104
6,6.0,6.0,256.68,266.68,115,0,-1.38,-5.84,-0.35,-5.99,ccw,10.0,35.0,300.0,0,1,0.7862,0.278
7,20.0,20.0,289.29,299.29,65,0,6.61,-18.88,9.78,-17.44,ccw,10.0,10.0,300.0,0,1,1.0478,0.48
8,12.0,12.0,282.26,292.26,0,1,2.55,-11.73,4.55,-11.11,ccw,10.0,35.0,300.0,1,1,0.8709,0.606
9,16.0,16.0,260.67,270.67,115,0,-2.59,-15.79,0.19,-16.0,ccw,10.0,35.0,300.0,0,1,0.932,0.523
10,6.0,6.0,182.92,192.92,0,1,-5.99,-0.31,-5.85,-1.34,ccw,10.0,35.0,300.0,1,1,0.7971,0.229
11,3.0,3.0,307.1,297.1,40,0,1.81,-2.39,1.37,-2.67,cw,10.0,35.0,300.0,0,1,0.8371,0.133
12,12.0,12.0,122.2,132.2,0,1,-6.39,10.15,-8.06,8.89,ccw,10.0,35.0,300.0,1,1,1.0188,0.272
13,20.0,20.0,29.07,19.07,40,0,17.48,9.72,18.9,6.54,cw,10.0,35.0,300.0,0,1,0.9966,0.427
14,20.0,20.0,304.33,314.33,115,0,11.28,-16.52,13.98,-14.31,ccw,10.0,35.0,300.0,0,1,0.9445,0.237
15,20.0,20.0,189.08,179.08,0,1,-19.75,-3.16,-20.0,0.32,cw,10.0,35.0,300.0,1,1,0.7418,0.753
