trial,ecc_deg_intended,ecc_deg_actual,angle_start_deg,angle_end_deg,orientation_deg,stim_type,x_start_deg,y_start_deg,x_end_deg,y_end_deg,rot_dir,moved_angle_deg,gabor_px,stim_speed_px_s,response,correct,rt,CalibrationDrift(deg)
1,16.0,16.0,230.76,220.76,115,0,-10.12,-12.39,-12.12,-10.45,cw,10.0,35.0,100.0,0,1,1.0908,2.757
2,16.0,16.0,260.72,270.72,0,1,-2.58,-15.79,0.2,-16.0,ccw,10.0,35.0,100.0,1,1,1.0355,0.214
3,20.0,20.0,247.73,257.73,65,0,-7.58,-18.51,-4.25,-19.54,ccw,10.0,10.0,100.0,0,1,1.0997,0.479
4,3.0,3.0,273.91,283.91,0,1,0.2,-2.99,0.72,-2.91,ccw,10.0,35.0,100.0,1,1,0.8102,0.74
5,12.0,12.0,211.75,201.75,0,1,-10.2,-6.31,-11.15,-4.45,cw,10.0,35.0,100.0,1,1,0.7913,0.817
6,16.0,16.0,167.29,177.29,140,0,-15.61,3.52,-15.98,0.76,ccw,10.0,35.0,100.0,0,1,0.8968,0.738
7,12.0,12.0,208.67,198.67,0,1,-10.53,-5.76,-11.37,-3.84,cw,10.0,35.0,100.0,1,1,0.9707,0.813
8,16.0,16.0,239.57,229.57,140,0,-8.1,-13.8,-10.38,-12.18,cw,10.0,35.0,100.0,0,1,1.1379,0.804
9,12.0,12.0,240.27,250.27,115,0,-5.95,-10.42,-4.05,-11.3,ccw,10.0,35.0,100.0,0,1,1.2135,0.939
10,3.0,3.0,242.14,252.14,0,1,-1.4,-2.65,-0.92,-2.86,ccw,10.0,35.0,100.0,1,1,0.7626,0.727
11,20.0,20.0,84.58,94.58,0,1,1.89,19.91,-1.6,19.94,ccw,10.0,10.0,100.0,0,0,0.9697,0.541
12,20.0,20.0,139.89,149.89,115,0,-15.3,12.89,-17.3,10.03,ccw,10.0,35.0,100.0,0,1,0.952,0.27
13,16.0,16.0,140.33,150.33,0,1,-12.32,10.21,-13.9,7.92,ccw,10.0,35.0,100.0,1,1,0.8409,0.499
14,16.0,16.0,110.24,100.24,0,1,-5.54,15.01,-2.84,15.75,cw,10.0,35.0,100.0,1,1,0.8731,0.967
15,16.0,16.0,120.38,110.38,0,1,-8.09,13.8,-5.57,15.0,cw,10.0,35.0,100.0,1,1,0.9026,0.783
16,6.0,6.0,150.74,160.74,0,1,-5.23,2.93,-5.66,1.98,ccw,10.0,35.0,100.0,1,1,0.9646,0.89
17,12.0,12.0,171.84,161.84,0,1,-11.88,1.7,-11.4,3.74,cw,10.0,35.0,100.0,1,1,1.0605,1.135
18,20.0,20.0,215.41,225.41,65,0,-16.3,-11.59,-14.04,-14.24,ccw,10.0,35.0,100.0,0,1,1.0986,0.8
19,16.0,16.0,106.72,96.72,0,1,-4.6,15.32,-1.87,15.89,cw,10.0,35.0,100.0,1,1,1.8781,1.216
20,6.0,6.0,250.84,260.84,0,1,-1.97,-5.67,-0.96,-5.92,ccw,10.0,35.0,100.0,1,1,0.9085,0.938
21,16.0,16.0,218.73,228.73,65,0,-12.48,-10.01,-10.55,-12.02,ccw,10.0,35.0,100.0,0,1,0.777,0.55
22,12.0,12.0,223.04,233.04,0,1,-8.77,-8.19,-7.22,-9.59,ccw,10.0,35.0,100.0,1,1,1.1078,0.381
23,12.0,12.0,247.14,237.14,115,0,-4.66,-11.06,-6.51,-10.08,cw,10.0,35.0,100.0,0,1,0.8676,0.361
24,12.0,12.0,80.14,90.14,0,1,2.05,11.82,-0.03,12.0,ccw,10.0,35.0,100.0,1,1,0.9294,0.407
25,16.0,16.0,259.93,269.93,140,0,-2.8,-15.75,-0.02,-16.0,ccw,10.0,35.0,100.0,0,1,0.8725,0.461
26,3.0,3.0,198.99,188.99,0,1,-2.84,-0.98,-2.96,-0.47,cw,10.0,35.0,100.0,1,1,1.0464,0.438
27,6.0,6.0,292.61,282.61,0,1,2.31,-5.54,1.31,-5.86,cw,10.0,35.0,100.0,1,1,0.9459,0.584
28,6.0,6.0,231.66,241.66,0,1,-3.72,-4.71,-2.85,-5.28,ccw,10.0,35.0,100.0,1,1,0.962,0.676
29,3.0,3.0,0.59,350.59,115,0,3.0,0.03,2.96,-0.49,cw,10.0,35.0,100.0,0,1,0.9635,0.964
30,3.0,3.0,347.02,337.02,65,0,2.92,-0.67,2.76,-1.17,cw,10.0,35.0,100.0,0,1,1.5415,0.681
31,20.0,20.0,180.4,170.4,115,0,-20.0,-0.14,-19.72,3.33,cw,10.0,35.0,100.0,0,1,1.0499,0.534
32,12.0,12.0,139.61,149.61,40,0,-9.14,7.78,-10.35,6.07,ccw,10.0,35.0,100.0,0,1,0.8861,0.797
33,3.0,3.0,313.96,323.96,0,1,2.08,-2.16,2.43,-1.76,ccw,10.0,35.0,100.0,1,1,0.7745,0.829
34,3.0,3.0,61.56,51.56,140,0,1.43,2.64,1.87,2.35,cw,10.0,35.0,100.0,0,1,0.8068,0.38
35,6.0,6.0,106.3,96.3,0,1,-1.68,5.76,-0.66,5.96,cw,10.0,35.0,100.0,1,1,0.9018,0.725
36,12.0,12.0,28.34,38.34,40,0,10.56,5.7,9.41,7.44,ccw,10.0,35.0,100.0,0,1,0.8523,2.73
37,20.0,20.0,73.1,63.1,65,0,5.81,19.14,9.05,17.84,cw,10.0,10.0,100.0,0,1,1.1096,2.477
38,6.0,6.0,318.44,328.44,0,1,4.49,-3.98,5.11,-3.14,ccw,10.0,35.0,100.0,1,1,1.1793,1.267
39,16.0,16.0,60.05,50.05,65,0,7.99,13.86,10.27,12.27,cw,10.0,35.0,100.0,0,1,0.8037,1.842
40,3.0,3.0,315.91,325.91,0,1,2.15,-2.09,2.48,-1.68,ccw,10.0,35.0,100.0,1,1,0.9337,1.846
41,6.0,6.0,232.9,222.9,115,0,-3.62,-4.79,-4.4,-4.08,cw,10.0,35.0,100.0,0,1,0.9494,2.098
42,12.0,12.0,289.29,279.29,115,0,3.97,-11.33,1.94,-11.84,cw,10.0,35.0,100.0,0,1,0.8799,2.125
43,20.0,20.0,31.43,41.43,115,0,17.07,10.43,15.0,13.23,ccw,10.0,35.0,100.0,0,1,0.8398,0.197
44,6.0,6.0,295.71,285.71,0,1,2.6,-5.41,1.62,-5.78,cw,10.0,35.0,100.0,1,1,0.7902,0.491
45,16.0,16.0,53.43,63.43,0,1,9.53,12.85,7.16,14.31,ccw,10.0,35.0,100.0,1,1,0.8784,0.727
46,3.0,3.0,82.88,92.88,0,1,0.37,2.98,-0.15,3.0,ccw,10.0,35.0,100.0,1,1,0.7997,0.723
47,20.0,20.0,180.1,170.1,0,1,-20.0,-0.03,-19.7,3.44,cw,10.0,35.0,100.0,1,1,1.7035,0.295
48,6.0,6.0,0.3,350.3,65,0,6.0,0.03,5.91,-1.01,cw,10.0,35.0,100.0,0,1,0.7526,0.863
49,16.0,16.0,303.28,313.28,0,1,8.78,-13.38,10.97,-11.65,ccw,10.0,35.0,100.0,1,1,0.9647,0.788
50,12.0,12.0,282.94,292.94,40,0,2.69,-11.7,4.68,-11.05,ccw,10.0,35.0,100.0,0,1,0.7668,0.679
51,20.0,20.0,182.3,172.3,0,1,-19.98,-0.8,-19.82,2.68,cw,10.0,35.0,100.0,1,1,0.8766,0.682
52,3.0,3.0,180.53,190.53,140,0,-3.0,-0.03,-2.95,-0.55,ccw,10.0,35.0,100.0,0,1,0.7308,0.946
53,20.0,20.0,194.1,184.1,115,0,-19.4,-4.87,-19.95,-1.43,cw,10.0,35.0,100.0,0,1,0.7715,0.89
54,20.0,20.0,11.15,21.15,0,1,19.62,3.87,18.65,7.22,ccw,10.0,35.0,100.0,0,0,1.1746,0.914
55,12.0,12.0,25.61,35.61,140,0,10.82,5.19,9.76,6.99,ccw,10.0,35.0,100.0,0,1,0.716,0.7
56,16.0,16.0,49.42,39.42,0,1,10.41,12.15,12.36,10.16,cw,10.0,35.0,100.0,1,1,0.8115,0.346
57,20.0,20.0,66.71,56.71,115,0,7.91,18.37,10.98,16.72,cw,10.0,10.0,100.0,0,1,0.8159,0.513
58,20.0,20.0,345.6,355.6,0,1,19.37,-4.98,19.94,-1.54,ccw,10.0,35.0,100.0,1,1,1.2516,0.725
59,20.0,20.0,55.1,65.1,140,0,11.44,16.4,8.42,18.14,ccw,10.0,35.0,100.0,0,1,0.9562,0.74
60,20.0,20.0,60.66,70.66,65,0,9.8,17.43,6.62,18.87,ccw,10.0,10.0,100.0,0,1,1.4474,0.913
61,20.0,20.0,141.87,131.87,0,1,-15.73,12.35,-13.35,14.89,cw,10.0,35.0,100.0,1,1,0.9105,0.44
62,6.0,6.0,134.42,144.42,140,0,-4.2,4.29,-4.88,3.49,ccw,10.0,35.0,100.0,0,1,0.767,0.388
63,6.0,6.0,39.99,29.99,65,0,4.6,3.86,5.2,3.0,cw,10.0,35.0,100.0,0,1,0.9554,0.408
64,20.0,20.0,312.48,322.48,115,0,13.51,-14.75,15.86,-12.18,ccw,10.0,35.0,100.0,0,1,0.9651,0.78
65,12.0,12.0,218.55,228.55,65,0,-9.38,-7.48,-7.94,-8.99,ccw,10.0,35.0,100.0,0,1,0.8109,0.814
66,3.0,3.0,47.12,37.12,0,1,2.04,2.2,2.39,1.81,cw,10.0,35.0,100.0,1,1,0.918,1.146
