trial,ecc_deg_intended,ecc_deg_actual,angle_start_deg,angle_end_deg,orientation_deg,stim_type,x_start_deg,y_start_deg,x_end_deg,y_end_deg,rot_dir,moved_angle_deg,gabor_px,stim_speed_px_s,response,correct,rt,CalibrationDrift(deg)
1,6.0,6.0,79.21,69.21,0,1,1.12,5.89,2.13,5.61,cw,10.0,35.0,0.0,1,1,2.2016,4.383
2,6.0,6.0,77.5,67.5,115,0,1.3,5.86,2.3,5.54,cw,10.0,35.0,0.0,0,1,2.0585,3.003
3,16.0,16.0,247.02,257.02,115,0,-6.25,-14.73,-3.59,-15.59,ccw,10.0,35.0,0.0,0,1,3.2782,0.847
4,3.0,3.0,293.04,283.04,65,0,1.17,-2.76,0.68,-2.92,cw,10.0,35.0,0.0,0,1,6.7993,0.217
5,16.0,16.0,46.23,36.23,115,0,11.07,11.55,12.91,9.46,cw,10.0,35.0,0.0,0,1,3.9983,0.329
6,3.0,3.0,26.1,16.1,0,1,2.69,1.32,2.88,0.83,cw,10.0,35.0,0.0,1,1,0.6978,0.455
7,3.0,3.0,87.01,97.01,40,0,0.16,3.0,-0.37,2.98,ccw,10.0,35.0,0.0,0,1,0.903,2.272
8,20.0,20.0,225.77,235.77,0,1,-13.95,-14.33,-11.25,-16.54,ccw,10.0,35.0,0.0,0,0,1.6009,1.972
9,6.0,6.0,333.87,323.87,115,0,5.39,-2.64,4.85,-3.54,cw,10.0,35.0,0.0,0,1,1.151,0.402
10,20.0,20.0,110.37,100.37,115,0,-6.96,18.75,-3.6,19.67,cw,10.0,10.0,0.0,0,1,1.3711,0.724
11,12.0,12.0,243.01,253.01,65,0,-5.45,-10.69,-3.51,-11.48,ccw,10.0,35.0,0.0,0,1,4.4339,0.289
12,3.0,3.0,168.3,158.3,0,1,-2.94,0.61,-2.79,1.11,cw,10.0,35.0,0.0,1,1,1.0201,1.066
13,6.0,6.0,350.88,340.88,140,0,5.92,-0.95,5.67,-1.96,cw,10.0,35.0,0.0,0,1,1.082,1.408
14,12.0,12.0,42.26,32.26,115,0,8.88,8.07,10.15,6.41,cw,10.0,35.0,0.0,0,1,1.1662,0.381
15,16.0,16.0,166.95,176.95,0,1,-15.59,3.61,-15.98,0.85,ccw,10.0,35.0,0.0,0,0,3.0026,0.269
16,20.0,20.0,219.53,229.53,40,0,-15.43,-12.73,-12.98,-15.21,ccw,10.0,35.0,0.0,0,1,1.3449,0.35
17,12.0,12.0,319.94,329.94,115,0,9.18,-7.72,10.39,-6.01,ccw,10.0,35.0,0.0,0,1,1.4591,0.635
18,3.0,3.0,145.79,135.79,0,1,-2.48,1.69,-2.15,2.09,cw,10.0,35.0,0.0,1,1,0.8813,0.389
19,20.0,20.0,82.53,92.53,0,1,2.6,19.83,-0.88,19.98,ccw,10.0,10.0,0.0,0,0,1.3672,0.553
20,12.0,12.0,187.39,177.39,0,1,-11.9,-1.54,-11.99,0.55,cw,10.0,35.0,0.0,1,1,1.0104,0.528
21,16.0,16.0,40.05,30.05,0,1,12.25,10.29,13.85,8.01,cw,10.0,35.0,0.0,1,1,0.9582,0.513
22,16.0,16.0,54.07,44.07,0,1,9.39,12.96,11.5,11.13,cw,10.0,35.0,0.0,0,0,1.3468,0.119
23,16.0,16.0,43.79,53.79,0,1,11.55,11.07,9.45,12.91,ccw,10.0,35.0,0.0,1,1,1.2207,0.294
24,12.0,12.0,351.19,341.19,0,1,11.86,-1.84,11.36,-3.87,cw,10.0,35.0,0.0,1,1,0.9906,0.383
25,3.0,3.0,245.15,255.15,40,0,-1.26,-2.72,-0.77,-2.9,ccw,10.0,35.0,0.0,0,1,0.8871,0.424
26,12.0,12.0,352.79,342.79,115,0,11.91,-1.51,11.46,-3.55,cw,10.0,35.0,0.0,0,1,0.9603,0.538
27,12.0,12.0,52.15,62.15,115,0,7.36,9.48,5.61,10.61,ccw,10.0,35.0,0.0,0,1,0.9858,0.406
28,20.0,20.0,234.75,224.75,65,0,-11.54,-16.33,-14.2,-14.08,cw,10.0,35.0,0.0,0,1,1.5089,0.329
29,20.0,20.0,12.54,22.54,40,0,19.52,4.34,18.47,7.67,ccw,10.0,35.0,0.0,0,1,1.0653,0.367
30,6.0,6.0,62.69,52.69,0,1,2.75,5.33,3.64,4.77,cw,10.0,35.0,0.0,1,1,0.953,0.154
31,6.0,6.0,192.82,202.82,0,1,-5.85,-1.33,-5.53,-2.33,ccw,10.0,35.0,0.0,1,1,0.8188,0.089
32,12.0,12.0,321.97,331.97,0,1,9.45,-7.39,10.59,-5.64,ccw,10.0,35.0,0.0,1,1,1.0071,0.236
33,16.0,16.0,77.62,87.62,0,1,3.43,15.63,0.67,15.99,ccw,10.0,35.0,0.0,0,0,1.3176,0.243
34,6.0,6.0,257.4,247.4,0,1,-1.31,-5.86,-2.31,-5.54,cw,10.0,35.0,0.0,1,1,0.922,0.394
35,3.0,3.0,205.78,195.78,0,1,-2.7,-1.3,-2.89,-0.82,cw,10.0,35.0,0.0,1,1,0.8669,0.887
36,6.0,6.0,194.65,204.65,40,0,-5.8,-1.52,-5.45,-2.5,ccw,10.0,35.0,0.0,0,1,0.8549,0.639
37,20.0,20.0,59.74,49.74,0,1,10.08,17.27,12.93,15.26,cw,10.0,10.0,0.0,0,0,0.9811,0.247
38,12.0,12.0,299.21,309.21,0,1,5.86,-10.47,7.59,-9.3,ccw,10.0,35.0,0.0,0,0,2.5276,0.159
39,3.0,3.0,28.81,18.81,0,1,2.63,1.45,2.84,0.97,cw,10.0,35.0,0.0,1,1,0.8137,0.344
40,6.0,6.0,240.37,230.37,0,1,-2.97,-5.22,-3.83,-4.62,cw,10.0,35.0,0.0,1,1,0.8504,0.266
41,6.0,6.0,148.06,138.06,0,1,-5.09,3.17,-4.46,4.01,cw,10.0,35.0,0.0,1,1,0.8374,0.552
42,16.0,16.0,145.28,135.28,0,1,-13.15,9.11,-11.37,11.26,cw,10.0,35.0,0.0,0,0,2.0017,0.987
43,16.0,16.0,199.79,189.79,0,1,-15.05,-5.42,-15.77,-2.72,cw,10.0,35.0,0.0,1,1,1.0816,1.004
44,20.0,20.0,276.35,286.35,0,1,2.21,-19.88,5.63,-19.19,ccw,10.0,10.0,0.0,0,0,1.2915,0.652
45,16.0,16.0,70.41,60.41,0,1,5.37,15.07,7.9,13.91,cw,10.0,35.0,0.0,0,0,1.2687,0.692
46,6.0,6.0,122.62,132.62,0,1,-3.23,5.05,-4.06,4.41,ccw,10.0,35.0,0.0,1,1,0.8608,0.402
47,20.0,20.0,249.55,259.55,0,1,-6.99,-18.74,-3.63,-19.67,ccw,10.0,10.0,0.0,0,0,1.3284,0.318
48,6.0,6.0,237.77,247.77,115,0,-3.2,-5.08,-2.27,-5.55,ccw,10.0,35.0,0.0,0,1,1.0871,1.044
49,16.0,16.0,171.73,161.73,0,1,-15.83,2.3,-15.19,5.02,cw,10.0,35.0,0.0,0,0,1.8374,0.503
50,20.0,20.0,337.05,327.05,65,0,18.42,-7.8,16.78,-10.88,cw,10.0,35.0,0.0,0,1,1.0437,2.01
51,20.0,20.0,17.31,27.31,0,1,19.09,5.95,17.77,9.18,ccw,10.0,35.0,0.0,0,0,2.7264,1.259
52,12.0,12.0,92.18,102.18,40,0,-0.46,11.99,-2.53,11.73,ccw,10.0,35.0,0.0,0,1,0.9378,0.402
53,16.0,16.0,151.23,141.23,0,1,-14.02,7.7,-12.47,10.02,cw,10.0,35.0,0.0,0,0,2.3038,0.209
54,3.0,3.0,35.14,25.14,115,0,2.45,1.73,2.72,1.27,cw,10.0,35.0,0.0,0,1,0.9439,0.561
