trial,ecc_deg_intended,ecc_deg_actual,angle_start_deg,angle_end_deg,orientation_deg,stim_type,x_start_deg,y_start_deg,x_end_deg,y_end_deg,rot_dir,moved_angle_deg,gabor_px,stim_speed_px_s,response,correct,rt,CalibrationDrift(deg)
1,6.0,6.0,152.35,142.35,0,1,-5.31,2.78,-4.75,3.67,cw,10.0,35.0,400.0,1,1,0.8835,3.127
2,12.0,12.0,317.56,307.56,0,1,8.86,-8.1,7.31,-9.51,cw,10.0,35.0,400.0,1,1,0.8963,0.29
3,6.0,6.0,205.0,215.0,40,0,-5.44,-2.54,-4.91,-3.44,ccw,10.0,35.0,400.0,0,1,0.8886,0.557
4,20.0,20.0,306.16,316.16,0,1,11.8,-16.15,14.43,-13.85,ccw,10.0,35.0,400.0,0,0,1.0161,0.38
5,6.0,6.0,62.54,72.54,0,1,2.77,5.32,1.8,5.72,ccw,10.0,35.0,400.0,1,1,0.8746,0.489
6,6.0,6.0,20.61,30.61,0,1,5.62,2.11,5.16,3.06,ccw,10.0,35.0,400.0,1,1,0.7648,0.538
7,16.0,16.0,23.01,33.01,0,1,14.73,6.25,13.42,8.72,ccw,10.0,35.0,400.0,1,1,0.8125,0.589
8,3.0,3.0,258.11,268.11,65,0,-0.62,-2.94,-0.1,-3.0,ccw,10.0,35.0,400.0,0,1,0.8439,0.668
9,3.0,3.0,200.65,210.65,65,0,-2.81,-1.06,-2.58,-1.53,ccw,10.0,35.0,400.0,0,1,0.9031,0.41
10,16.0,16.0,339.14,349.14,140,0,14.95,-5.7,15.71,-3.02,ccw,10.0,35.0,400.0,0,1,1.0154,0.745
11,3.0,3.0,343.89,333.89,65,0,2.88,-0.83,2.69,-1.32,cw,10.0,35.0,400.0,0,1,0.7807,0.463
12,12.0,12.0,258.18,248.18,40,0,-2.46,-11.75,-4.46,-11.14,cw,10.0,35.0,400.0,0,1,0.7869,0.562
13,12.0,12.0,203.82,213.82,0,1,-10.98,-4.85,-9.97,-6.68,ccw,10.0,35.0,400.0,0,0,0.9311,0.425
14,16.0,16.0,291.65,301.65,0,1,5.9,-14.87,8.4,-13.62,ccw,10.0,35.0,400.0,1,1,1.6396,0.455
15,20.0,20.0,256.17,266.17,140,0,-4.78,-19.42,-1.34,-19.96,ccw,10.0,10.0,400.0,0,1,1.187,0.926
16,12.0,12.0,157.39,147.39,0,1,-11.08,4.61,-10.11,6.47,cw,10.0,35.0,400.0,1,1,0.9114,0.746
17,16.0,16.0,172.67,162.67,115,0,-15.87,2.04,-15.27,4.77,cw,10.0,35.0,400.0,0,1,1.1476,1.584
18,3.0,3.0,195.62,185.62,0,1,-2.89,-0.81,-2.99,-0.29,cw,10.0,35.0,400.0,1,1,0.8648,2.761
19,3.0,3.0,28.47,38.47,115,0,2.64,1.43,2.35,1.87,ccw,10.0,35.0,400.0,0,1,0.8209,1.293
20,12.0,12.0,1.23,351.23,0,1,12.0,0.26,11.86,-1.83,cw,10.0,35.0,400.0,1,1,0.9115,1.19
21,20.0,20.0,72.62,82.62,0,1,5.98,19.09,2.57,19.83,ccw,10.0,10.0,400.0,0,0,1.3541,1.002
22,20.0,20.0,177.85,187.85,0,1,-19.99,0.75,-19.81,-2.73,ccw,10.0,35.0,400.0,1,1,0.9701,1.41
23,12.0,12.0,110.34,100.34,65,0,-4.17,11.25,-2.15,11.8,cw,10.0,35.0,400.0,0,1,1.0314,1.389
24,12.0,12.0,167.14,157.14,0,1,-11.7,2.67,-11.06,4.66,cw,10.0,35.0,400.0,1,1,0.9821,1.1
25,3.0,3.0,271.48,261.48,115,0,0.08,-3.0,-0.44,-2.97,cw,10.0,35.0,400.0,0,1,1.0097,0.522
26,3.0,3.0,57.11,67.11,0,1,1.63,2.52,1.17,2.76,ccw,10.0,35.0,400.0,1,1,0.8787,0.706
27,16.0,16.0,67.4,57.4,40,0,6.15,14.77,8.62,13.48,cw,10.0,35.0,400.0,0,1,1.5631,1.364
28,16.0,16.0,32.47,22.47,115,0,13.5,8.59,14.78,6.12,cw,10.0,35.0,400.0,0,1,1.245,1.183
29,20.0,20.0,357.04,347.04,0,1,19.97,-1.03,19.49,-4.49,cw,10.0,35.0,400.0,0,0,1.3196,1.072
30,20.0,20.0,108.12,118.12,0,1,-6.22,19.01,-9.43,17.64,ccw,10.0,10.0,400.0,0,0,2.0141,0.657
31,12.0,12.0,93.23,103.23,65,0,-0.68,11.98,-2.75,11.68,ccw,10.0,35.0,400.0,0,1,0.9129,0.344
32,16.0,16.0,12.9,2.9,0,1,15.6,3.57,15.98,0.81,cw,10.0,35.0,400.0,1,1,0.795,0.888
33,16.0,16.0,125.9,115.9,0,1,-9.38,12.96,-6.99,14.39,cw,10.0,35.0,400.0,0,0,1.3503,6.043
34,3.0,3.0,7.37,17.37,0,1,2.98,0.38,2.86,0.9,ccw,10.0,35.0,400.0,1,1,0.994,0.879
35,3.0,3.0,176.94,186.94,0,1,-3.0,0.16,-2.98,-0.36,ccw,10.0,35.0,400.0,1,1,1.003,1.352
36,12.0,12.0,118.56,128.56,0,1,-5.74,10.54,-7.48,9.38,ccw,10.0,35.0,400.0,1,1,0.8947,1.457
37,6.0,6.0,1.8,11.8,40,0,6.0,0.19,5.87,1.23,ccw,10.0,35.0,400.0,0,1,0.8675,0.489
38,20.0,20.0,296.81,286.81,0,1,9.02,-17.85,5.78,-19.15,cw,10.0,10.0,400.0,0,0,1.9723,0.52
39,6.0,6.0,61.02,71.02,0,1,2.91,5.25,1.95,5.67,ccw,10.0,35.0,400.0,1,1,0.8845,1.302
40,20.0,20.0,259.14,249.14,0,1,-3.77,-19.64,-7.12,-18.69,cw,10.0,10.0,400.0,0,0,1.3938,1.697
41,3.0,3.0,222.81,232.81,40,0,-2.2,-2.04,-1.81,-2.39,ccw,10.0,35.0,400.0,0,1,1.0114,1.442
42,16.0,16.0,134.59,124.59,115,0,-11.23,11.39,-9.08,13.17,cw,10.0,35.0,400.0,0,1,0.9231,0.682
43,16.0,16.0,225.37,215.37,0,1,-11.24,-11.39,-13.05,-9.26,cw,10.0,35.0,400.0,1,1,0.9918,0.8
44,20.0,20.0,276.77,266.77,0,1,2.36,-19.86,-1.13,-19.97,cw,10.0,10.0,400.0,0,0,1.0415,0.742
45,16.0,16.0,110.54,100.54,0,1,-5.61,14.98,-2.93,15.73,cw,10.0,35.0,400.0,0,0,1.2274,1.297
46,16.0,16.0,99.75,89.75,0,1,-2.71,15.77,0.07,16.0,cw,10.0,35.0,400.0,1,1,1.9514,1.147
47,6.0,6.0,188.3,178.3,115,0,-5.94,-0.87,-6.0,0.18,cw,10.0,35.0,400.0,0,1,0.8356,1.568
48,3.0,3.0,78.06,68.06,40,0,0.62,2.94,1.12,2.78,cw,10.0,35.0,400.0,0,1,1.2829,0.982
49,16.0,16.0,336.02,346.02,0,1,14.62,-6.5,15.53,-3.87,ccw,10.0,35.0,400.0,1,1,1.0785,0.728
50,16.0,16.0,123.89,113.89,0,1,-8.92,13.28,-6.48,14.63,cw,10.0,35.0,400.0,0,0,1.4363,0.618
51,20.0,20.0,349.51,339.51,65,0,19.67,-3.64,18.73,-7.0,cw,10.0,35.0,400.0,0,1,1.0714,0.639
52,20.0,20.0,204.16,194.16,115,0,-18.25,-8.19,-19.39,-4.89,cw,10.0,35.0,400.0,0,1,0.8634,0.887
53,6.0,6.0,358.65,348.65,0,1,6.0,-0.14,5.88,-1.18,cw,10.0,35.0,400.0,1,1,0.9057,3.559
54,16.0,16.0,203.74,193.74,115,0,-14.65,-6.44,-15.54,-3.8,cw,10.0,35.0,400.0,0,1,1.1987,0.558
